"DE_genes","DAS_genes","DE_trans","DTU_trans"
"AT1G54115",,"AT2G44790_P1",
"AT5G23200",,"AT4G21410_P2",
"AT3G47070",,"AT1G62480_P1",
"AT4G37300",,"AT3G26710_P1",
"AT5G08330",,"AT5G05340_P1",
"AT5G01230",,"AT5G04310_P1",
"AT3G61450",,"AT5G25040_ID1",
"AT3G26070",,"AT5G08260_P1",
"AT3G46980",,"AT4G00740_P1",
"AT1G66200",,"AT1G25440_P1",
"AT1G10820",,"AT2G06520_P1",
"AT4G13670",,"AT3G23710_P1",
"AT1G09160",,"AT4G02030_P1",
"AT1G30740",,"AT5G36120_JC1",
"AT3G20810",,"AT5G63100.1",
"AT5G64640",,"AT5G47040_P1",
"AT5G47640",,"AT1G20020_P1",
"AT5G44200",,"AT1G51580.1",
"AT2G40540",,"AT3G63540.1",
"AT4G32340",,"AT3G03770_ID2",
"AT3G30390",,"AT5G20070_P1",
"AT3G44120",,"AT3G13040_P1",
"AT1G03340",,"AT2G23670.1",
"AT1G48490",,"AT1G13000_P1",
"AT1G49730",,"AT5G64940_P1",
"AT1G29390",,"AT5G47480_c3",
"AT1G60000",,"AT3G20100_P1",
"AT1G20740",,"AT4G16650_P1",
"AT3G07790",,"AT5G44930_P1",
"AT4G22930",,"AT5G39390.1",
"AT5G37485",,"AT2G01918_P1",
"AT3G17160",,"AT5G63320_P1",
"AT4G24660",,"AT3G44850_P1",
"AT5G05580",,"AT1G11930_P2",
"AT5G11730",,"AT3G59950.1",
"AT1G05850",,"AT5G25050_ID2",
"AT2G26390",,"AT1G76130_P2",
"AT1G29700",,"AT3G60860_P1",
"AT2G47310",,"AT4G23190_P2",
"AT5G03430",,"AT5G10110_P1",
"AT1G57540",,"AT2G02180_P1",
"AT1G64950",,"AT1G11840_P2",
"AT3G01510",,"AT4G18540_ID1",
"AT3G27850",,"AT5G46740_P1",
"AT4G02510",,"AT2G35500_ID1",
"AT1G62640",,"AT2G43530.1",
"AT2G31730",,"AT3G53460_P1",
"AT3G26710",,"AT3G59400_P1",
"AT5G01220",,"AT3G13550_P1",
"AT4G35480",,"AT3G20680.1",
"AT1G68890",,"AT2G19650_P1",
"AT5G17170",,"AT1G74210.1",
"AT5G64930",,"AT5G19010.1",
"AT1G29785",,"AT4G09730_P1",
"AT1G18360",,"AT4G03150_P1",
"AT1G75410",,"AT4G37270_P1",
"AT1G54350",,"AT5G26780_P1",
"AT1G03687",,"AT2G01110_P1",
"AT5G01120",,"AT1G34000.1",
"AT3G53490",,"AT5G05200_P1",
"AT3G52840",,"AT3G55630_P3",
"AT1G62840",,"AT4G23400_P1",
"AT3G61580",,"AT2G35000_P1",
"AT1G68150",,"AT4G00490_P1",
"AT1G31920",,"AT4G35180.1",
"AT3G04350",,"AT4G20480_P1",
"AT5G44730",,"AT1G19380_P1",
"AT1G79550",,"AT3G45430_P2",
"AT3G46100",,"AT2G39920_ID16",
"AT5G57800",,"AT5G44572.1",
"AT5G04510",,"AT3G61920_P1",
"AT3G63250",,"AT3G22260_P2",
"AT2G41560",,"AT4G18440_P1",
"AT4G13150",,"AT5G45090_P1",
"AT5G01020",,"AT1G30690_P1",
"AT2G04850",,"AT2G29650.1",
"AT5G43870",,"AT1G28240_P1",
"AT5G50000",,"AT2G16250_P1",
"AT2G26975",,"AT5G12150_P1",
"AT4G21460",,"AT2G18940_P1",
"AT1G47330",,"AT1G77390_P1",
"AT4G23980",,"AT3G49470.1",
"AT1G14780",,"AT2G17570_P1",
"AT2G37220",,"AT5G45950_P1",
"AT3G43210",,"AT3G48720_P1",
"AT5G04885",,"AT2G26730_P1",
"AT5G02250",,"AT2G07050_P1",
"AT1G03310",,"AT2G37970_P1",
"AT5G23450",,"AT1G49040_P1",
"AT3G26240",,"AT1G49630.3",
"AT5G12400",,"AT2G05920_P1",
"AT1G29150",,"AT5G25630_P1",
"AT1G17840",,"AT1G27330_ID3",
"AT1G75980",,"AT1G69520_P2",
"AT2G15020",,"AT3G03040_P1",
"AT1G04620",,"AT5G27400.1",
"AT5G03200",,"AT2G39730_P1",
"AT5G52420",,"AT5G41050.1",
"AT4G12110",,"AT1G73870_P1",
"AT4G23790",,"AT4G10720.1",
"AT4G20870",,"AT3G44120_P1",
"AT5G12860",,"AT3G22120_P2",
"AT5G27270",,"AT2G26660_P1",
"AT1G73870",,"AT4G23010.3",
"AT3G23660",,"AT3G28040_P1",
"AT1G04550",,"AT1G49650.1",
"AT5G59030",,"AT5G44820_P1",
"AT4G08790",,"AT4G19530_ID1",
"AT1G44120",,"AT3G10050.1",
"AT3G09570",,"AT2G45770_P1",
"AT5G52440",,"AT3G19930_P1",
"AT5G49980",,"AT5G40870_P1",
"AT1G56700",,"AT2G27290_P1",
"AT3G63200",,"AT3G16370.1",
"AT2G47450",,"AT2G25950_P1",
"AT1G33810",,"AT3G46100_P1",
"AT5G42730",,"AT3G32930_P1",
"AT1G19000",,"AT1G47750_P1",
"AT2G33820",,"AT2G26570_P1",
"AT1G72250",,"AT5G43870.1",
"AT5G52670",,"AT2G43550_P1",
"AT3G16260",,"AT3G15380_P1",
"AT1G14840",,"AT2G30950_P1",
"AT3G62550",,"AT3G47450.2",
"AT5G02650",,"AT1G63970_P1",
"AT1G08540",,"AT4G25450.2",
"AT1G29760",,"AT1G21770.1",
"AT1G19150",,"AT1G24470_JS1",
"AT5G43920",,"AT5G02230_P2",
"AT1G20010",,"AT4G13660_P1",
"AT3G46630",,"AT3G01540_c4",
"AT4G34470",,"AT4G14400.2",
"AT2G36240",,"AT3G50820_P1",
"AT1G76550",,"AT1G79040_P1",
"AT5G20000",,"AT2G26870_P1",
"AT5G67280",,"AT2G30780.1",
"AT2G33360",,"AT3G01540.4",
"AT1G21770",,"AT2G29290_ID2",
"AT4G21120",,"AT5G55210.1",
"AT5G14540",,"AT5G17890_P1",
"AT5G36970",,"AT3G06035_P1",
"AT3G26290",,"AT3G53720_P2",
"AT1G11720",,"AT3G05050_JS5",
"AT3G11070",,"AT2G03290_P1",
"AT1G63130",,"AT4G23810.1",
"AT5G02120",,"AT3G07310_P1",
"AT1G47580",,"AT3G56408.1",
"AT5G17660",,"AT3G02690.1",
"AT1G27460",,"AT4G38220_P1",
"AT2G03290",,"AT3G44820_P1",
"AT2G39670",,"AT1G64770_P1",
"AT3G23700",,"AT1G22850_P1",
"AT1G01950",,"AT2G39010_P2",
"AT5G65160",,"AT2G42160_P1",
"AT5G22220",,"AT3G22200.1",
"AT2G47600",,"AT1G72430_P1",
"AT1G28660",,"AT5G21930_P4",
"AT3G13740",,"AT5G65380_P1",
"AT1G70820",,"AT2G16760_P1",
"AT5G65390",,"AT1G53900_ID3",
"AT1G26960",,"AT1G72480_P1",
"AT5G19940",,"AT1G74340_P1",
"AT5G01920",,"AT3G13435_P1",
"AT5G56520",,"AT5G11580_P1",
"AT5G12900",,"AT1G13540.1",
"AT4G14510",,"AT1G67440.1",
"AT4G28030",,"AT2G15820_P1",
"AT3G62410",,"AT3G23160_P1",
"AT4G30650",,"AT5G67280_P1",
"AT1G67560",,"AT5G28500_P1",
"AT5G50560",,"AT2G17730_c1",
"AT4G23940",,"AT5G38520_P1",
"AT4G16650",,"AT1G72750_P1",
"AT1G71850",,"AT2G41312_ID1",
"AT3G21870",,"AT1G09815_P1",
"AT2G45150",,"AT3G61780_P1",
"AT3G16180",,"AT4G37040_P1",
"AT1G08550",,"AT5G54980_P1",
"AT5G59750",,"AT3G61470_P1",
"AT5G55260",,"AT2G45740_ID6",
"AT3G57830",,"AT5G18260.1",
"AT5G16040",,"AT5G20150_P1",
"AT3G15110",,"AT3G09860_P1",
"AT5G06110",,"AT5G26230_P1",
"AT5G48630",,"AT3G57090_P2",
"AT2G15790",,"AT4G26670_P1",
"AT1G13270",,"AT1G77090_P1",
"AT5G64290",,"AT4G21700_P1",
"AT5G25280",,"AT5G01210.1",
"AT4G29910",,"AT1G78070_JS4",
"AT5G01225",,"AT4G37470_P1",
"AT5G07900",,"AT5G01920_P1",
"AT4G00710",,"AT4G10180_P1",
"AT5G15240",,"AT3G44880_P1",
"AT2G44940",,"AT4G01490.1",
"AT2G35780",,"AT1G20330_P1",
"AT2G03780",,"AT2G18890_P1",
"AT4G33010",,"AT4G33500.1",
"AT3G12110",,"AT4G09020_P1",
"AT2G26730",,"AT4G23460_P1",
"AT2G46910",,"AT2G23180_P1",
"AT1G72480",,"AT4G15120_P1",
"AT1G52360",,"AT5G35790_P1",
"AT1G10865",,"AT5G21430_P1",
"AT3G09860",,"AT2G41490_P1",
"AT5G38520",,"AT1G65980_P1",
"AT5G57345",,"AT1G17370_P1",
"AT1G22370",,"AT5G38660.2",
"AT3G02050",,"AT4G32605_P1",
"AT1G70890",,"AT5G35100_P1",
"AT1G79970",,"AT5G04440_P1",
"AT2G23670",,"AT3G10300_P3",
"AT3G10160",,"AT4G34470_P1",
"AT4G27960",,"AT1G79600_P1",
"AT3G25700",,"AT4G22520.1",
"AT4G38200",,"AT3G21465_P1",
"AT1G70200",,"AT5G03800_P1",
"AT1G09000",,"AT5G12320_P1",
"AT3G09210",,"AT5G47540_P1",
"AT4G34020",,"AT3G52340_JC24",
"AT3G11470",,"AT1G51170_P1",
"AT4G25450",,"AT5G66190.1",
"AT4G31850",,"AT2G36990_P1",
"AT2G47910",,"AT2G33480_JC1",
"AT3G59980",,"AT3G15110.1",
"AT4G30230",,"AT5G36700_P4",
"AT5G52300",,"AT4G33625_ID1",
"AT3G57180",,"AT4G13810_s1",
"AT1G70760",,"AT4G38970_P1",
"AT5G02040",,"AT3G19810.1",
"AT1G22630",,"AT5G17170_P1",
"AT1G60550",,"AT1G52360_P1",
"AT1G06830",,"AT1G11130_P1",
"AT1G15980",,"AT1G75900_JS1",
"AT4G27350",,"AT4G32910_P1",
"AT3G07050",,"AT4G35480_P1",
"AT3G06145",,"AT5G62350_P1",
"AT2G47400",,"AT4G25835_P1",
"AT1G67740",,"AT1G02300_ID11",
"AT1G53885",,"AT5G58970_P1",
"AT3G62750",,"AT3G13222_P1",
"AT3G12080",,"AT1G20010_P1",
"AT4G37040",,"AT1G47710_JS1",
"AT2G33540",,"AT3G47430_P1",
"AT5G67570",,"AT4G38490.1",
"AT2G33585",,"AT2G21390_P1",
"AT1G79930",,"AT3G14395_P1",
"AT5G36170",,"AT1G60260_ID14",
"AT4G19490",,"AT4G09650_P1",
"AT2G41230",,"AT1G05340_P1",
"AT1G60800",,"AT3G47000.1",
"AT4G08310",,"AT5G04710_P1",
"AT1G24470",,"AT3G17470_P2",
"AT2G30640",,"AT4G18240.1",
"AT2G29740",,"AT3G56290_P1",
"AT4G00740",,"AT2G31345.1",
"AT5G16000",,"AT3G07200_P1",
"AT3G21060",,"AT5G61560.2",
"AT4G23810",,"AT1G30130_P3",
"AT5G19010",,"AT5G67200_P1",
"AT5G65290",,"AT2G24420_P1",
"AT2G15780",,"AT3G56330_P1",
"AT1G24290",,"AT4G00820_P1",
"AT3G16830",,"AT1G15400_P2",
"AT5G36210",,"AT5G48150_P1",
"AT5G24090",,"AT1G07280_s1",
"AT2G03750",,"AT2G24360.1",
"AT2G18230",,"AT1G08540_P1",
"AT4G38430",,"AT2G15320_P1",
"AT1G11150",,"AT1G54220_P1",
"AT1G32060",,"AT1G09660_P1",
"AT4G08870",,"AT1G72090_P1",
"AT4G26670",,"AT2G21060_P1",
"AT4G17260",,"AT5G11210_P11",
"AT3G14420",,"AT4G32980_s3",
"AT2G01660",,"AT1G22380_P1",
"AT5G46570",,"AT4G02130_P2",
"AT1G02370",,"AT4G10750.1",
"AT3G47000",,"AT4G21120_P2",
"AT5G01790",,"AT5G42760.1",
"AT4G04293",,"AT4G17810_s2",
"AT1G01970",,"AT4G14210_P1",
"AT3G05830",,"AT5G09660.4",
"AT3G26900",,"AT4G23140_ID1",
"AT2G04039",,"AT1G04360_P1",
"AT5G05800",,"AT5G09820_P1",
"AT4G01570",,"AT5G20000_P1",
"AT5G06740",,"AT4G18570.1",
"AT4G30260",,"AT4G29750_P1",
"AT1G22960",,"AT1G76960_P1",
"AT3G17840",,"AT3G11670_P1",
"AT1G53980",,"AT1G27940_P1",
"AT4G09730",,"AT5G57030_P1",
"AT3G22550",,"AT1G27720_P9",
"AT4G17600",,"AT5G07020_P1",
"AT1G31070",,"AT4G27760_P1",
"AT5G54770",,"AT1G36320_P1",
"AT1G57790",,"AT2G26975_P1",
"AT4G32270",,"AT2G24640_P1",
"AT2G30920",,"AT4G32300_P1",
"AT4G25515",,"AT3G63250_P1",
"AT1G14290",,"AT1G75380_P2",
"AT5G43900",,"AT3G54660_P1",
"AT4G01710",,"AT4G17430_P1",
"AT2G40360",,"AT4G22540_JS5",
"AT1G16300",,"AT2G33110_P2",
"AT4G36970",,"AT1G79450_P1",
"AT5G04710",,"AT5G35160_P2",
"AT3G22780",,"AT4G33020_P2",
"AT4G39470",,"AT2G44500_P1",
"AT4G08390",,"AT5G49650_P1",
"AT5G14520",,"AT3G09800.1",
"AT3G19180",,"AT3G57080.1",
"AT5G09450",,"AT2G39670_P1",
"AT5G05350",,"AT4G32330.1",
"AT4G04770",,"AT5G46600_P1",
"AT4G09420",,"AT1G17100_P1",
"AT5G50340",,"AT3G25130_P1",
"AT5G01770",,"AT3G61580_P1",
"AT1G53230",,"AT5G57930_P2",
"AT3G26300",,"AT4G30160.2",
"AT5G13400",,"AT3G57280_ID2",
"AT2G04270",,"AT4G12320_P1",
"AT1G49490",,"AT5G52520_P1",
"AT5G27030",,"AT1G75380.3",
"AT1G07110",,"AT4G12110_P1",
"AT1G05690",,"AT1G36160_P2",
"AT1G70581",,"AT5G05730.2",
"AT3G19810",,"AT1G08530.1",
"AT4G27800",,"AT2G01180_P5",
"AT3G02020",,"AT4G00710_P1",
"AT1G33240",,"AT5G64840_P1",
"AT2G45350",,"AT3G20240.1",
"AT5G53580",,"AT3G59900_P1",
"AT3G26280",,"AT2G04080_P1",
"AT3G29310",,"AT4G34588.1",
"AT5G62840",,"AT3G12930_P1",
"AT5G02430",,"AT1G18360.1",
"AT1G75310",,"AT5G56970_P1",
"AT3G02730",,"AT5G52780_P1",
"AT2G25215",,"AT4G35080.1",
"AT3G26090",,"AT3G55800_P1",
"AT4G22756",,"AT5G49810.1",
"AT2G33255",,"AT2G05310_P1",
"AT4G21560",,"AT5G50000_P1",
"AT5G01510",,"AT2G33570_P1",
"AT1G66160",,"AT1G60800_P1",
"AT1G68560",,"AT3G16860_P1",
"AT1G35420",,"AT2G36770_P1",
"AT5G12390",,"AT4G37030_P1",
"AT5G13485",,"AT4G15420_P2",
"AT3G46130",,"AT4G04700_c2",
"AT3G22104",,"AT5G52440.1",
"AT3G04080",,"AT5G44730.2",
"AT5G01500",,"AT4G37310_P1",
"AT1G14890",,"AT3G07180_P1",
"AT2G31345",,"AT5G12950_P1",
"AT1G30250",,"AT3G62750_ID14",
"AT5G53020",,"AT5G09660_P1",
"AT1G62630",,"AT1G75840_P1",
"AT3G28760",,"AT5G62720_P1",
"AT2G23390",,"AT1G33810_P1",
"AT5G23480",,"AT3G19800.2",
"AT4G26010",,"AT1G78880.1",
"AT5G20950",,"AT4G26630_P1",
"AT3G28070",,"AT3G21230_P4",
"AT3G17590",,"AT5G57460_P1",
"AT4G34090",,"AT1G49510_P1",
"AT5G01050",,"AT1G02180_P1",
"AT5G22050",,"AT1G24290_P1",
"AT1G24090",,"AT5G48630.1",
"AT1G23140",,"AT1G22890_ID2",
"AT1G65970",,"AT5G03900_P2",
"AT3G15090",,"AT1G50480_P1",
"AT3G13500",,"AT1G61415.1",
"AT3G63520",,"AT4G33470_P1",
"AT5G10330",,"AT1G70760_P1",
"AT4G26620",,"AT4G17560_c1",
"AT3G06420",,"AT1G69410_P1",
"AT1G32500",,"AT3G53470_s1",
"AT3G16340",,"AT1G73655_ID2",
"AT2G47390",,"AT1G77140_P1",
"AT3G47500",,"AT2G34250_P1",
"AT5G14460",,"AT3G16000.1",
"AT3G44310",,"AT5G61890_P1",
"AT3G03680",,"AT1G01080_P1",
"AT4G34000",,"AT5G23510_ID4",
"AT3G06980",,"AT5G42010_JS2",
"AT4G13370",,"AT5G14460.1",
"AT5G49650",,"AT2G30470_P1",
"AT1G60990",,"AT3G50900_P1",
"AT4G14040",,"AT2G23840_P1",
"AT5G63630",,"AT3G13437_P1",
"AT1G14670",,"AT3G61390_P2",
"AT5G35100",,"AT1G31070_P2",
"AT5G65010",,"AT4G20730.1",
"AT5G16810",,"AT2G31070_P1",
"AT1G15100",,"AT1G59990_P1",
"AT2G47590",,"AT4G09510_P1",
"AT1G26180",,"AT1G26690_P1",
"AT1G44000",,"AT4G27700_ID3",
"AT5G65770",,"AT2G38250_P1",
"AT2G17300",,"AT4G32270.1",
"AT2G45960",,"AT1G16080_P1",
"AT1G01080",,"AT1G07890_P1",
"AT2G24990",,"AT3G26290_P2",
"AT2G06850",,"AT1G14560_P1",
"AT4G35640",,"AT3G63400.3",
"AT4G00840",,"AT5G36210_P1",
"AT2G18350",,"AT4G21460_P2",
"AT4G22520",,"AT5G25120_P1",
"AT4G32570",,"AT1G56500_P1",
"AT1G07010",,"AT1G15780_P1",
"AT1G63690",,"AT1G56190_P1",
"AT1G26520",,"AT1G50290_P1",
"AT2G36130",,"AT4G33470_ID17",
"AT4G31310",,"AT1G14780_P1",
"AT4G37925",,"AT3G07730.1",
"AT1G22850",,"AT4G34920_P1",
"AT5G08510",,"AT1G27470_P1",
"AT4G28050",,"AT4G36970.1",
"AT5G54630",,"AT1G69030_P1",
"AT1G24450",,"AT3G50270_P1",
"AT1G36620",,"AT3G54960_P1",
"AT5G20320",,"AT4G25845.1",
"AT1G73965",,"AT3G48860.2",
"AT3G22200",,"AT4G12800_P1",
"AT3G44880",,"AT4G22070_s1",
"AT2G17550",,"AT3G15530_P1",
"AT2G34560",,"AT5G43860_P1",
"AT5G47040",,"AT2G43945_P1",
"AT1G71940",,"AT1G31355_ID2",
"AT1G12710",,"AT4G22890_P1",
"AT2G41380",,"AT3G02690_ID9",
"AT5G57700",,"AT3G62910_s1",
"AT4G28190",,"AT1G06040_c2",
"AT1G71400",,"AT1G74530_P3",
"AT5G46420",,"AT4G20110_P1",
"AT5G38150",,"AT3G16180_P1",
"AT4G25520",,"AT5G51720_ID1",
"AT1G52342",,"AT4G16770.1",
"AT3G52155",,"AT4G27940_P1",
"AT1G18480",,"AT2G46490_P1",
"AT4G25340",,"AT5G59750_P1",
"AT3G60620",,"AT1G18710_P1",
"AT3G08640",,"AT3G20860_ID2",
"AT3G11440",,"AT5G14310_P1",
"AT4G30620",,"AT3G23700_P1",
"AT5G50280",,"AT3G46930_P1",
"AT2G29650",,"AT1G10417_JC11",
"AT3G53650",,"AT1G78020_P1",
"AT2G15310",,"AT2G20890_P1",
"AT5G04110",,"AT5G02130_P1",
"AT1G17460",,"AT1G61520.3",
"AT2G42690",,"AT5G42270_P1",
"AT4G17950",,"AT1G14340_P1",
"AT5G66400",,"AT3G05345.1",
"AT3G62110",,"AT4G15110_P1",
"AT5G07350",,"AT1G57770_P1",
"AT3G18770",,"AT2G02970_P1",
"AT4G29890",,"AT3G15840_P1",
"AT5G24165",,"AT4G13810_P1",
"AT5G62670",,"AT1G09000_P1",
"AT3G02250",,"AT1G62840.1",
"AT1G63970",,"AT1G16720_P1",
"AT5G01840",,"AT4G01130_P1",
"AT1G15690",,"AT5G57015_P1",
"AT1G49380",,"AT2G45300_P3",
"AT5G13360",,"AT5G37720_P1",
"AT5G08190",,"AT1G79720.1",
"AT1G45474",,"AT1G19350_ID4",
"AT3G16250",,"AT2G21960.1",
"AT1G54310",,"AT3G02900_P1",
"AT5G21930",,"AT1G12000_P1",
"AT1G63530",,"AT3G16870_P1",
"AT5G54980",,"AT3G44020_P1",
"AT2G43535",,"AT2G33430.1",
"AT4G37910",,"AT2G36350_P1",
"AT3G27250",,"AT1G69960.1",
"AT3G44450",,"AT1G79985_P2",
"AT5G53860",,"AT4G01570.1",
"AT4G31350",,"AT5G10330_P1",
"AT5G38430",,"AT3G50530_P1",
"AT1G61190",,"AT5G59350_c1",
"AT2G44500",,"AT1G61190_s4",
"AT2G38330",,"AT3G47700_P1",
"AT5G16610",,"AT3G03740.1",
"AT2G45700",,"AT1G19570.1",
"AT4G26900",,"AT4G24660_P2",
"AT2G02850",,"AT3G61260_P1",
"AT4G32910",,"AT1G09490_P1",
"AT4G39510",,"AT1G47330_P1",
"AT1G49990",,"AT2G33860_P1",
"AT1G70640",,"AT3G26380_P1",
"AT1G03160",,"AT4G29340_P1",
"AT3G63540",,"AT4G32030_P1",
"AT1G34000",,"AT4G08310_P1",
"AT3G19710",,"AT2G18890_P3",
"AT5G54280",,"AT4G28270_P1",
"AT3G17120",,"AT3G57340_ID2",
"AT3G59490",,"AT4G00180_P2",
"AT1G20440",,"AT2G25830.1",
"AT2G35660",,"AT3G12040_P1",
"AT5G08640",,"AT5G16040_P1",
"AT5G50915",,"AT3G15920.1",
"AT1G69930",,"AT4G23740_P1",
"AT4G23740",,"AT3G26310_P1",
"AT3G01640",,"AT5G39790_s1",
"AT4G30400",,"AT2G25625_ID2",
"AT1G16460",,"AT3G47420_P1",
"AT4G09150",,"AT1G32170_P1",
"AT1G63180",,"AT1G42970_P1",
"AT4G14870",,"AT2G21300_P1",
"AT1G77060",,"AT4G31530.1",
"AT1G29630",,"AT1G22540_P1",
"AT3G15840",,"AT1G53230.1",
"AT4G17140",,"AT1G67080_P1",
"AT4G19710",,"AT3G48195_P1",
"AT2G30400",,"AT1G73720_P1",
"AT5G48910",,"AT3G48200_P1",
"AT4G16355",,"AT5G62470_P2",
"AT3G05100",,"AT4G16750_P1",
"AT4G34135",,"AT3G17609_P2",
"AT5G23210",,"AT3G59980.1",
"AT2G33430",,"AT4G00340.1",
"AT4G27030",,"AT2G47310_P1",
"AT4G20360",,"AT5G59030_P1",
"AT1G74160",,"AT4G37780_P1",
"AT5G61930",,"AT4G02770_P1",
"AT5G13750",,"AT5G24760_ID6",
"AT5G48330",,"AT1G20980_P1",
"AT5G65730",,"AT2G33540_P1",
"AT4G14100",,"AT5G06280_P1",
"AT5G59010",,"AT5G66570_P1",
"AT3G14395",,"AT2G16660_P1",
"AT5G02150",,"AT5G52310_P1",
"AT1G67080",,"AT5G57010_P1",
"AT1G68790",,"AT3G11560_ID13",
"AT3G16000",,"AT5G18620.1",
"AT5G67150",,"AT1G80940_P1",
"AT2G23840",,"AT1G16020_P2",
"AT5G18100",,"AT3G26300_P1",
"AT3G50530",,"AT1G70590_P1",
"AT4G18440",,"AT2G02320.1",
"AT4G26370",,"AT1G62305_P1",
"AT5G02840",,"AT3G13432_P1",
"AT2G45720",,"AT4G14270_P1",
"AT2G30100",,"AT2G47590_P1",
"AT3G11950",,"AT1G68690_P2",
"AT5G39210",,"AT1G07440_ID2",
"AT1G29530",,"AT4G20870.1",
"AT1G48240",,"AT1G50460_P2",
"AT4G33670",,"AT2G21330_P1",
"AT2G22890",,"AT5G14410_P2",
"AT3G18390",,"AT5G48730_P1",
"AT1G02940",,"AT1G31190.1",
"AT2G27290",,"AT2G35155_P1",
"AT3G56040",,"AT5G62790_P1",
"AT5G42530",,"AT1G02150_P1",
"AT2G02930",,"AT4G01130_c4",
"AT5G18360",,"AT4G14400_ID4",
"AT5G18390",,"AT3G62750_c1",
"AT1G77840",,"AT2G32190_ID1",
"AT5G15760",,"AT4G26900.1",
"AT5G08710",,"AT3G09540_P1",
"AT5G13080",,"AT5G13750_P1",
"AT1G30280",,"AT3G21060_P1",
"AT1G36610",,"AT1G63690_P1",
"AT3G19820",,"AT5G56860_P1",
"AT1G03680",,"AT3G01370_P1",
"AT5G01595",,"AT5G52420_P1",
"AT5G67480",,"AT1G79260_P2",
"AT3G57390",,"AT4G22755_P1",
"AT4G00870",,"AT5G47650_ID10",
"AT4G28560",,"AT1G65610_P1",
"AT5G03190",,"AT3G06750_P1",
"AT4G22467",,"AT3G09210_P1",
"AT1G19380",,"AT5G65390_P1",
"AT5G55580",,"AT2G19520_P1",
"AT1G20110",,"AT2G30570_P1",
"AT3G10300",,"AT3G15570_P1",
"AT4G38770",,"AT3G57062_s1",
"AT2G45160",,"AT3G62970_P1",
"AT3G48720",,"AT5G15130_P1",
"AT4G04350",,"AT5G48970.1",
"AT2G04400",,"AT4G00165_P1",
"AT5G59770",,"AT2G36000_P1",
"AT1G02150",,"AT3G16830_P1",
"AT5G47480",,"AT5G08330_P1",
"AT1G02290",,"AT5G46420.1",
"AT1G08980",,"AT1G78070_s3",
"AT5G54880",,"AT5G56520_P1",
"AT1G22540",,"AT1G76820.1",
"AT1G68585",,"AT1G26230.2",
"AT1G72790",,"AT5G57887.1",
"AT4G01670",,"AT2G23130_P2",
"AT3G23070",,"AT3G17160_P1",
"AT2G36390",,"AT1G75310_ID2",
"AT1G51913",,"AT1G04550_P2",
"AT5G57990",,"AT1G24240_P1",
"AT1G73530",,"AT3G52920_P1",
"AT4G22680",,"AT1G04430_P1",
"AT1G47560",,"AT3G28130_P2",
"AT3G54960",,"AT1G06680_P1",
"AT4G27430",,"AT4G31050.1",
"AT3G27750",,"AT5G65700_P1",
"AT2G46685",,"AT3G10380_P1",
"AT2G45470",,"AT4G25960_P1",
"AT5G65700",,"AT2G26500_P1",
"AT1G33060",,"AT1G68790_P1",
"AT5G57270",,"AT1G02370_P1",
"AT3G51950",,"AT5G13400_P1",
"AT5G48600",,"AT4G10430_P1",
"AT4G12480",,"AT4G14890_P1",
"AT5G06690",,"AT4G36390.1",
"AT1G29550",,"AT2G40740.2",
"AT2G39930",,"AT3G63440.1",
"AT4G15545",,"AT2G33620_P3",
"AT1G08465",,"AT3G51420_s1",
"AT1G79790",,"AT5G49215_P1",
"AT2G06925",,"AT4G08790.1",
"AT1G36320",,"AT1G23490_ID2",
"AT2G04690",,"AT1G09010_P1",
"AT1G21680",,"AT2G20570_P1",
"AT4G20300",,"AT5G01790_P1",
"AT4G38540",,"AT4G30310_P2",
"AT3G13620",,"AT5G38870.1",
"AT3G11130",,"AT5G13050.1",
"AT1G62660",,"AT5G48240.1",
"AT4G26520",,"AT5G13340_P1",
"AT4G27100",,"AT4G23940_P1",
"AT1G54780",,"AT4G34950_s1",
"AT5G01490",,"AT3G02070_ID20",
"AT4G26430",,"AT5G10560_P1",
"AT3G16860",,"AT4G08870_P1",
"AT5G15310",,"AT5G54110_P2",
"AT2G48120",,"AT5G66600_P1",
"AT2G05790",,"AT3G05100.1",
"AT5G04140",,"AT3G06145_P1",
"AT4G14210",,"AT5G25940_P1",
"AT2G38780",,"AT4G22680_P1",
"AT4G01360",,"AT1G60260_s2",
"AT4G28390",,"AT5G57345_P1",
"AT5G12950",,"AT1G02000_P1",
"AT5G44785",,"AT2G36130_P1",
"AT3G13438",,"AT5G12400_P1",
"AT1G09210",,"AT4G14710_P1",
"AT1G08610",,"AT1G28610_P2",
"AT3G26650",,"AT4G04340_P1",
"AT4G15110",,"AT4G27350_P1",
"AT1G31190",,"AT5G47480_P1",
"AT5G08150",,"AT3G09840_P1",
"AT4G18240",,"AT3G60810.1",
"AT5G03900",,"AT2G04280.1",
"AT5G49100",,"AT5G14450.1",
"AT3G11670",,"AT1G02350_c5",
"AT3G29375",,"AT5G58260_P1",
"AT5G15910",,"AT3G27170_P1",
"AT1G78180",,"AT4G39940_ID2",
"AT3G13600",,"AT5G25010_P1",
"AT5G38870",,"AT1G70200_P1",
"AT1G09290",,"AT1G70581.1",
"AT5G39800",,"AT2G03450.1",
"AT2G46680",,"AT4G39990.1",
"AT5G15410",,"AT4G17600.1",
"AT3G47950",,"AT2G26100_P1",
"AT1G70830",,"AT1G22490_P1",
"AT1G14520",,"AT4G01800_P3",
