"source","term_name","term_id","highlighted","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:MF","DNA-binding transcription factor activity","GO:0003700","true","2.4809256906542107e-8","7.605386243636754","1635","495","77","23212","AT1G29950,AT3G47620,AT2G28350,AT5G60850,AT1G68670,AT3G04730,AT3G57800,AT5G11060,AT1G30490,AT5G43270,AT1G51140,AT3G13040,AT2G31070,AT1G22490,AT1G19350,AT2G40350,AT5G25220,AT2G43010,AT2G33480,AT1G66350,AT1G49720,AT5G54630,AT5G08130,AT2G23340,AT2G03710,AT1G06040,AT5G60890,AT1G19850,AT2G04890,AT3G50700,AT2G28510,AT1G35560,AT3G46130,AT1G18330,AT1G46768,AT1G30330,AT1G27050,AT5G47370,AT2G34010,AT2G40435,AT1G50420,AT5G16560,AT3G50750,AT5G65640,AT4G29190,AT3G48590,AT3G02990,AT5G17490,AT1G68360,AT1G01030,AT3G49930,AT2G36080,AT2G03340,AT5G45260,AT2G27050,AT3G61150,AT3G59580,AT1G52880,AT5G63470,AT3G54320,AT4G14560,AT5G60970,AT5G61590,AT5G08070,AT1G19220,AT5G10570,AT1G69310,AT1G27360,AT5G10970,AT2G22430,AT1G04250,AT3G05800,AT2G01940,AT5G65080,AT4G06746,AT5G52510,AT3G21270"
"GO:MF","transcription regulator activity","GO:0140110","false","5.90161674714483e-7","6.229028997141132","1778","495","77","23212","AT1G29950,AT3G47620,AT2G28350,AT5G60850,AT1G68670,AT3G04730,AT3G57800,AT5G11060,AT1G30490,AT5G43270,AT1G51140,AT3G13040,AT2G31070,AT1G22490,AT1G19350,AT2G40350,AT5G25220,AT2G43010,AT2G33480,AT1G66350,AT1G49720,AT5G54630,AT5G08130,AT2G23340,AT2G03710,AT1G06040,AT5G60890,AT1G19850,AT2G04890,AT3G50700,AT2G28510,AT1G35560,AT3G46130,AT1G18330,AT1G46768,AT1G30330,AT1G27050,AT5G47370,AT2G34010,AT2G40435,AT1G50420,AT5G16560,AT3G50750,AT5G65640,AT4G29190,AT3G48590,AT3G02990,AT5G17490,AT1G68360,AT1G01030,AT3G49930,AT2G36080,AT2G03340,AT5G45260,AT2G27050,AT3G61150,AT3G59580,AT1G52880,AT5G63470,AT3G54320,AT4G14560,AT5G60970,AT5G61590,AT5G08070,AT1G19220,AT5G10570,AT1G69310,AT1G27360,AT5G10970,AT2G22430,AT1G04250,AT3G05800,AT2G01940,AT5G65080,AT4G06746,AT5G52510,AT3G21270"
"GO:MF","UDP-glycosyltransferase activity","GO:0008194","true","0.00005646382113538921","4.248229734728589","287","495","22","23212","AT1G55850,AT3G46670,AT2G31750,AT1G07250,AT3G62660,AT4G02130,AT4G15490,AT5G05870,AT1G68020,AT4G34138,AT3G21750,AT3G58790,AT1G22380,AT4G24010,AT3G16520,AT1G05590,AT3G50740,AT2G04560,AT1G22360,AT2G37585,AT4G23490,AT5G05860"
"GO:MF","sequence-specific DNA binding","GO:0043565","true","0.0000716559117398818","4.144747973723061","1266","495","55","23212","AT3G47620,AT5G60850,AT1G68670,AT3G04730,AT1G30490,AT5G43270,AT1G51140,AT2G31070,AT1G22490,AT1G19350,AT2G40350,AT2G33480,AT1G66350,AT1G49720,AT5G08130,AT2G23340,AT2G03710,AT5G60890,AT1G19850,AT2G04890,AT2G28510,AT1G35560,AT3G46130,AT5G47370,AT2G40435,AT1G50420,AT5G16560,AT5G65640,AT3G48590,AT1G01780,AT3G02990,AT5G17490,AT1G68360,AT3G49930,AT2G36080,AT2G22840,AT2G03340,AT5G45260,AT2G27050,AT3G61150,AT1G52880,AT5G63470,AT4G14560,AT5G60970,AT5G61590,AT5G08070,AT1G19220,AT3G46580,AT5G10570,AT1G69310,AT2G22430,AT3G05800,AT5G65080,AT5G52510,AT3G21270"
"GO:MF","DNA binding","GO:0003677","false","0.00010518385201505027","3.9780509286143304","2511","495","89","23212","AT1G29950,AT3G47620,AT2G28350,AT5G60850,AT1G68670,AT3G04730,AT3G57800,AT5G11060,AT1G30490,AT3G06410,AT5G43270,AT1G51140,AT3G13040,AT2G31070,AT1G22490,AT1G19350,AT2G40350,AT5G25220,AT2G28720,AT5G16630,AT2G43010,AT3G18035,AT2G33480,AT1G66350,AT1G49720,AT5G08130,AT4G08920,AT2G23340,AT2G03710,AT1G06040,AT5G60890,AT1G19850,AT2G04890,AT5G43630,AT3G50700,AT2G28510,AT1G35560,AT3G46130,AT1G18330,AT1G46768,AT2G30620,AT1G30330,AT1G07090,AT5G47370,AT2G40435,AT3G18490,AT1G50420,AT5G16560,AT3G50750,AT5G65640,AT4G29190,AT5G46640,AT3G48590,AT1G01780,AT3G02990,AT5G17490,AT1G68360,AT1G01030,AT3G49930,AT2G36080,AT2G22840,AT2G03340,AT5G45260,AT2G27050,AT3G61150,AT3G59580,AT1G52880,AT4G31650,AT5G63470,AT3G54320,AT4G14560,AT3G54400,AT5G60970,AT5G61590,AT5G08070,AT1G19220,AT3G46580,AT5G10570,AT1G69310,AT1G27360,AT1G63480,AT2G22430,AT3G05800,AT2G01940,AT5G65080,AT4G06746,AT5G52510,AT3G21270,AT1G18090"
"GO:MF","glucosyltransferase activity","GO:0046527","false","0.00010518385201505027","3.9780509286143304","215","495","18","23212","AT1G55850,AT3G46670,AT2G01850,AT2G31750,AT1G07250,AT4G15490,AT5G05870,AT1G68020,AT4G34138,AT3G21750,AT1G22380,AT4G24010,AT3G16520,AT1G05590,AT3G50740,AT5G13870,AT1G22360,AT5G05860"
"GO:MF","UDP-glucosyltransferase activity","GO:0035251","false","0.000124636085072655","3.9043562010229675","178","495","16","23212","AT1G55850,AT3G46670,AT2G31750,AT1G07250,AT4G15490,AT5G05870,AT1G68020,AT4G34138,AT3G21750,AT1G22380,AT4G24010,AT3G16520,AT1G05590,AT3G50740,AT1G22360,AT5G05860"
"GO:MF","hexosyltransferase activity","GO:0016758","false","0.000124636085072655","3.9043562010229675","396","495","25","23212","AT1G55850,AT3G46670,AT2G01850,AT2G31750,AT1G07250,AT3G62660,AT4G02130,AT4G15490,AT5G05870,AT1G68020,AT4G34138,AT3G21750,AT3G58790,AT1G22380,AT4G24010,AT5G20250,AT3G16520,AT1G05590,AT3G50740,AT2G04560,AT5G13870,AT1G22360,AT2G37585,AT4G23490,AT5G05860"
"GO:MF","glycosyltransferase activity","GO:0016757","false","0.00023820831396427058","3.623043084810445","612","495","32","23212","AT1G55850,AT3G46670,AT2G01850,AT2G31750,AT1G07250,AT4G32290,AT3G62660,AT4G02130,AT4G15490,AT5G05870,AT1G68020,AT3G52060,AT1G27200,AT4G34138,AT3G21750,AT3G58790,AT1G70290,AT1G60140,AT1G22380,AT4G24010,AT5G20250,AT1G23870,AT3G16520,AT1G05590,AT3G50740,AT2G04560,AT5G13870,AT1G22360,AT2G37585,AT4G23490,AT5G05860,AT1G76270"
"GO:MF","transporter activity","GO:0005215","true","0.0004228790285208566","3.3737838519150603","1315","495","53","23212","AT1G79410,AT3G05165,AT1G12110,AT3G27020,AT5G15410,AT2G40460,AT1G12500,AT3G54140,AT2G47160,AT5G40890,AT3G20660,AT4G02050,AT2G48020,AT2G24220,AT1G10090,AT2G41705,AT4G16370,AT3G21670,AT2G26690,AT4G22540,AT3G27870,AT3G28100,AT4G27870,AT1G08230,AT3G14770,AT4G17550,AT2G45960,AT3G59140,AT1G30360,AT3G53420,AT1G01620,AT1G21460,AT2G37170,AT2G36830,AT3G21260,AT4G15540,AT1G51500,AT2G26910,AT2G32390,AT5G14940,AT2G32400,AT2G41700,AT5G64410,AT5G02180,AT4G24120,AT5G40240,AT5G12080,AT1G28230,AT4G21910,AT1G77990,AT3G43790,AT3G28860,AT1G19450"
