"Clusters","Targets"
"1","AT1G50420"
"1","AT4G34610"
"1","AT1G75750"
"1","AT2G31750"
"1","AT1G16850"
"1","AT5G67470"
"1","AT2G37540"
"1","AT5G41400"
"1","AT1G06430"
"1","AT1G55265"
"1","AT1G20560"
"1","AT1G26560"
"1","AT1G78670"
"1","AT1G75900"
"1","AT1G78100"
"1","AT1G49740"
"1","AT1G79520"
"1","AT2G35060"
"1","AT3G49220"
"1","AT2G23910"
"1","AT5G27930"
"1","AT1G59700"
"1","AT3G15970"
"1","AT1G50020"
"1","AT5G65613"
"1","AT5G50170"
"1","AT5G64550"
"1","AT4G33630"
"1","AT5G15860"
"1","AT3G21670"
"1","AT1G09910"
"1","AT1G76955"
"1","AT3G14450"
"1","AT1G13090"
"1","AT2G22450"
"1","AT1G24148"
"1","AT1G31170"
"1","AT2G13290"
"1","AT4G29070"
"1","AT5G58770"
"1","AT4G02980"
"1","AT5G06530"
"1","AT2G33480"
"1","AT2G31070"
"1","AT5G15960"
"1","AT4G34260"
"1","AT1G56580"
"1","AT3G27870"
"1","AT1G64810"
"1","AT5G26160"
"1","AT4G20930"
"1","AT1G75100"
"1","AT3G02570"
"1","AT4G13810"
"1","AT3G11090"
"1","AT1G72180"
"1","AT5G27710"
"1","AT1G71240"
"1","AT1G35720"
"1","AT3G55940"
"1","AT1G33490"
"1","AT2G04080"
"1","AT2G46100"
"1","AT1G75770"
"1","AT5G65380"
"1","AT4G21910"
"1","AT3G57930"
"1","AT3G15790"
"1","AT5G07860"
"1","AT4G16690"
"1","AT4G24510"
"1","AT5G43630"
"1","AT1G69440"
"1","AT3G14690"
"1","AT3G45310"
"1","AT3G54440"
"1","AT5G47330"
"1","AT4G04210"
"1","AT1G32260"
"1","AT1G49480"
"1","AT2G43940"
"1","AT3G20300"
"1","AT5G50100"
"1","AT3G25740"
"1","AT1G02350"
"1","AT1G49750"
"1","AT3G60160"
"1","AT1G02205"
"1","AT5G44005"
"1","AT3G06960"
"1","AT3G62650"
"1","AT4G20170"
"1","AT5G25110"
"1","AT1G52710"
"1","AT4G34500"
"1","AT2G36830"
"1","AT4G16141"
"1","AT1G30260"
"1","AT4G16370"
"1","AT2G41190"
"1","AT5G58070"
"1","AT4G37560"
"1","AT1G14820"
"1","AT2G40435"
"1","AT1G73240"
"1","AT3G60440"
"1","AT5G38980"
"1","AT3G10450"
"1","AT4G14605"
"1","AT4G38460"
"1","AT1G19960"
"1","AT2G39010"
"1","AT1G69252"
"1","AT4G26130"
"1","AT1G12240"
"1","AT4G23600"
"1","AT2G02450"
"1","AT1G79810"
"1","AT1G51090"
"1","AT1G21460"
"1","AT5G20110"
"1","AT4G18740"
"1","AT2G20340"
"1","AT1G50940"
"1","AT1G34570"
"1","AT3G03640"
"1","AT4G13360"
"1","AT2G25605"
"1","AT5G10370"
"1","AT3G06790"
"1","AT1G53730"
"1","AT1G52000"
"1","AT2G46420"
"1","AT3G27230"
"1","AT2G40080"
"1","AT4G12290"
"1","AT4G16330"
"1","AT3G62140"
"1","AT5G44190"
"1","AT3G11660"
"1","AT2G43530"
"1","AT5G65440"
"1","AT2G38710"
"1","AT2G39020"
"1","AT5G25120"
"1","AT2G32520"
"1","AT4G17150"
"1","AT5G15850"
"1","AT2G30700"
"1","AT3G23490"
"1","AT5G60360"
"1","AT5G13710"
"1","AT1G73750"
"1","AT5G11840"
"1","AT1G46768"
"1","AT5G62130"
"1","AT3G14810"
"1","AT5G54240"
"1","AT1G75340"
"1","AT5G41960"
"1","AT5G67230"
"1","AT5G45800"
"1","AT5G58670"
"1","AT5G60400"
"1","AT3G63210"
"1","AT5G01880"
"1","AT3G26165"
"1","AT2G40460"
"1","AT4G00440"
"1","AT1G68920"
"1","AT2G37580"
"1","AT3G57540"
"1","AT1G64890"
"1","AT1G31550"
"1","AT1G01620"
"1","AT3G01550"
"1","AT1G64850"
"1","AT5G11810"
"1","AT3G46900"
"1","AT2G34470"
"1","AT4G01080"
"1","AT4G34588"
"1","AT4G33950"
"1","AT2G20920"
"1","AT3G51730"
"1","AT2G40350"
"1","AT1G27920"
"1","AT1G46554"
"1","AT5G43860"
"1","AT5G57340"
"1","AT2G27920"
"1","AT3G10130"
"1","AT1G68530"
"1","AT2G34200"
"1","AT1G66350"
"1","AT3G62800"
"1","AT3G12950"
"1","AT4G35550"
"1","AT5G60980"
"1","AT4G16130"
"1","AT1G79260"
"1","AT3G59580"
"1","AT2G42750"
"1","AT1G01830"
"1","AT1G53650"
"1","AT3G62970"
"1","AT4G32970"
"1","AT2G22660"
"1","AT4G16563"
"1","AT3G20100"
"1","AT4G19390"
"1","AT1G21790"
"1","AT4G13830"
"1","AT2G32080"
"1","AT3G07730"
"1","AT3G18040"
"1","AT1G30910"
"1","AT4G18280"
"1","AT3G03990"
"1","AT1G07200"
"1","AT3G13810"
"1","AT5G57815"
"1","AT3G13550"
"1","AT5G65470"
"1","AT3G44820"
"1","AT5G57040"
"1","AT4G03200"
"1","AT5G63800"
"1","AT5G67160"
"1","AT1G28140"
"1","AT1G26160"
"1","AT1G30500"
"1","AT1G73390"
"1","AT1G51170"
"1","AT2G47440"
"1","AT2G36895"
"1","AT3G53420"
"1","AT3G22425"
"1","AT1G14340"
"1","AT4G17430"
"1","AT3G17365"
"1","AT2G39000"
"1","AT3G42630"
"1","AT3G30300"
"1","AT3G19515"
"1","AT1G20330"
"1","AT1G02305"
"1","AT5G47560"
"1","AT5G02130"
"1","AT2G45660"
"1","AT1G10020"
"1","AT1G68550"
"1","AT4G24220"
"1","AT2G15320"
"1","AT1G22500"
"1","AT3G12290"
"1","AT4G27390"
"1","AT2G18620"
"1","AT4G04020"
"1","AT5G62470"
"1","AT1G55160"
"1","AT1G27170"
"1","AT3G60810"
"1","AT1G54290"
"1","AT5G01230"
"1","AT3G44120"
"1","AT1G03340"
"1","AT1G64950"
"1","AT2G04110"
"1","AT5G57800"
"1","AT2G04850"
"1","AT2G15020"
"1","AT5G59030"
"1","AT5G42730"
"1","AT1G21770"
"1","AT3G26290"
"1","AT2G47600"
"1","AT1G28660"
"1","AT5G65390"
"1","AT2G03330"
"1","AT5G25280"
"1","AT3G11470"
"1","AT4G08310"
"1","AT1G24470"
"1","AT5G36210"
"1","AT4G08870"
"1","AT1G31070"
"1","AT5G01770"
"1","AT1G05690"
"1","AT3G26280"
"1","AT1G75310"
"1","AT3G46130"
"1","AT1G30250"
"1","AT3G17590"
"1","AT3G44310"
"1","AT4G34000"
"1","AT1G15100"
"1","AT2G45960"
"1","AT5G08510"
"1","AT5G20320"
"1","AT3G22200"
"1","AT3G44880"
"1","AT1G22490"
"1","AT2G17550"
"1","AT1G12710"
"1","AT5G66400"
"1","AT3G18770"
"1","AT3G27250"
"1","AT3G44450"
"1","AT2G02850"
"1","AT1G20440"
"1","AT5G13750"
"1","AT2G23840"
"1","AT1G79410"
"1","AT1G30280"
"1","AT5G01595"
"1","AT5G67480"
"1","AT4G00870"
"1","AT1G68585"
"1","AT1G72790"
"1","AT2G46685"
"1","AT1G08465"
"1","AT1G62660"
"1","AT4G27100"
"1","AT5G08150"
