"target","contrast","adj.pval","deltaPS","log2FC","up.down"
"AT1G65950_s5","SETI_WT.E-SETI_WT.mock",0.00244109538195351,0.303473444650395,5.83362521552548,"up-regulated"
"AT1G66260_P1","SETI_e.P-SETI_e.mock",0.000124095401877201,0.14518740307109,8.42322099559826,"up-regulated"
"AT1G66260_P1","SETI_e.PE-SETI_e.mock",0.000173034789228978,0.136494166958272,8.34826852462992,"up-regulated"
"AT1G66260_P1","SETI_p.PE-SETI_p.mock",0.0093228746096911,0.109918792153391,5.16479113779643,"up-regulated"
"AT1G66260_P1","SETI_s.E-SETI_s.mock",0.00447172078708174,0.143169506101947,5.19421583366845,"up-regulated"
"AT1G66260_P1","SETI_s.P-SETI_s.mock",0.00673128502310038,0.112200495007998,5.70614537167171,"up-regulated"
"AT1G66260_P1","SETI_s.PE-SETI_s.mock",0.00492613708901741,0.115586928695072,5.71447643551073,"up-regulated"
"AT1G66260_P1","SETI_WT.E-SETI_WT.mock",0.000102573875845569,0.15196620960794,5.01602283524839,"up-regulated"
"AT1G67300_P1","SETI_e.PE-SETI_e.mock",0.00893493049665045,0.261400340069036,2.73277451440782,"up-regulated"
"AT1G67490_s2","SETI_p.P-SETI_p.mock",0.00583320261012153,-0.138329869398797,-6.0653812948183,"down-regulated"
"AT1G67500_P5","SETI_s.PE-SETI_s.mock",0.00185580901354057,-0.747143508772523,-7.22063063530717,"down-regulated"
"AT1G67500_P5","SETI_WT.E-SETI_WT.mock",0.000245653514434088,-0.759836190106549,-7.37091884942513,"down-regulated"
"AT1G67560_JS1","SETI_WT.P-SETI_WT.mock",0.00499919871886188,0.147517017113348,4.57525581469843,"up-regulated"
"AT1G67980_P1","SETI_e.P-SETI_e.mock",0.00703213614886664,0.984476406178756,8.32742119895058,"up-regulated"
"AT1G68150_c1","SETI_e.PE-SETI_e.mock",0.00354970662435421,-0.97904829239272,-0.0666983911630852,"down-regulated"
"AT1G68150.1","SETI_e.PE-SETI_e.mock",0.00354970662435421,0.97904829239272,6.72518366485934,"up-regulated"
"AT1G68290_ID3","SETI_s.P-SETI_s.mock",0.00331198408986568,0.78903483593529,0.920053890178575,"up-regulated"
"AT1G68290.1","SETI_s.P-SETI_s.mock",0.00331198408986568,-0.78903483593529,-6.5280441306306,"down-regulated"
"AT1G68760_ID2","SETI_ps.P-SETI_ps.mock",0.00103125490789223,0.163986764968979,3.59446548900403,"up-regulated"
"AT1G68760_P1","SETI_ps.P-SETI_ps.mock",0.00103125490789223,-0.163986764968979,-0.738988882434815,"down-regulated"
"AT1G68920_s2","SETI_WT.P-SETI_WT.mock",0.00174803918419004,0.510885012490048,4.77969183861973,"up-regulated"
"AT1G68940_P2","SETI_e.PE-SETI_e.mock",0.000477699989592581,1,4.56584272659626,"up-regulated"
"AT1G68940.1","SETI_e.PE-SETI_e.mock",0.000477699989592581,-1,-6.40628742874473,"down-regulated"
"AT1G69020_P2","SETI_p.P-SETI_p.mock",0.00282881136089488,-0.936276464392385,-6.05734642849019,"down-regulated"
"AT1G69020_P2","SETI_ps.PE-SETI_ps.mock",0.00723654489778091,-0.805633992856922,-6.01509510433635,"down-regulated"
"AT1G69020.1","SETI_p.P-SETI_p.mock",0.00282881136089488,0.936276464392385,2.18325988638542,"up-regulated"
"AT1G69020.1","SETI_ps.PE-SETI_ps.mock",0.00723654489778091,0.805633992856922,1.35372500471376,"up-regulated"
"AT1G69420_P1","SETI_e.P-SETI_e.mock",0.00302637220894273,-0.608444787857003,-6.36713068045266,"down-regulated"
"AT1G69420_P1","SETI_e.PE-SETI_e.mock",0.00779699237031659,-0.476568098155276,-5.82135431261408,"down-regulated"
"AT1G69420_P2","SETI_WT.E-SETI_WT.mock",0.00139046643300564,0.228949638956495,6.08537347799869,"up-regulated"
"AT1G69420_P2","SETI_WT.P-SETI_WT.mock",0.00010417924574481,0.612881272698975,5.91677511431378,"up-regulated"
"AT1G70100_ID17","SETI_s.PE-SETI_s.mock",0.00260880175721803,0.512580585886244,3.25215085041763,"up-regulated"
"AT1G70100_ID17","SETI_WT.PE-SETI_WT.mock",0.00408547240708376,0.107570298185989,4.16316663856663,"up-regulated"
"AT1G70410_P2","SETI_e.P-SETI_e.mock",1.39033396812042e-05,-0.144701940898324,-0.106074152193763,"down-regulated"
"AT1G70410_P2","SETI_e.PE-SETI_e.mock",2.31046010590644e-05,-0.138231986080016,-0.00515546224926489,"down-regulated"
"AT1G70410_P2","SETI_p.P-SETI_p.mock",0.00398094969350035,-0.116955599640641,0.208998965745362,"up-regulated"
"AT1G70410_P2","SETI_p.PE-SETI_p.mock",0.00109789513554628,-0.124926747964831,0.172957637988096,"up-regulated"
"AT1G70410_P2","SETI_ps.P-SETI_ps.mock",0.000273209419904836,-0.133176896745217,0.35208085671155,"up-regulated"
"AT1G70410_P2","SETI_ps.PE-SETI_ps.mock",2.09415991145994e-05,-0.154108336264073,0.0249299485909988,"up-regulated"
"AT1G70410_P2","SETI_s.P-SETI_s.mock",3.4127530097453e-05,-0.15007344704349,0.0767912744436963,"up-regulated"
"AT1G70410_P2","SETI_s.PE-SETI_s.mock",3.64734619826127e-05,-0.15046055380986,0.326640256738306,"up-regulated"
"AT1G70410_P2","SETI_WT.P-SETI_WT.mock",0.00649747477354696,-0.121813607980553,0.361671822515464,"up-regulated"
"AT1G70410_s2","SETI_e.P-SETI_e.mock",1.26970388667639e-05,0.143410095737849,1.53849759636088,"up-regulated"
"AT1G70410_s2","SETI_e.PE-SETI_e.mock",2.03973864071928e-05,0.136964490855022,1.58865155698053,"up-regulated"
"AT1G70410_s2","SETI_p.P-SETI_p.mock",0.00136197531595739,0.118188938260186,1.45230915155788,"up-regulated"
"AT1G70410_s2","SETI_p.PE-SETI_p.mock",0.00109194231712201,0.124576946598784,1.47334913089763,"up-regulated"
"AT1G70410_s2","SETI_ps.P-SETI_ps.mock",8.01795895894842e-05,0.133731685163765,1.8447680766843,"up-regulated"
"AT1G70410_s2","SETI_ps.PE-SETI_ps.mock",1.06347597141029e-05,0.153685997297539,1.68822373723734,"up-regulated"
"AT1G70410_s2","SETI_s.P-SETI_s.mock",8.35208138722494e-05,0.147160729095711,1.63088084358997,"up-regulated"
"AT1G70410_s2","SETI_s.PE-SETI_s.mock",3.64734619826127e-05,0.149450985131321,1.9025487065523,"up-regulated"
"AT1G70410_s2","SETI_WT.P-SETI_WT.mock",0.00419847739884562,0.122505385333844,1.52883880805493,"up-regulated"
"AT1G70505_s3","SETI_ps.P-SETI_ps.mock",0.00231972479408093,0.505504854733963,5.05763463614646,"up-regulated"
"AT1G70580_P2","SETI_s.P-SETI_s.mock",0.006072224241858,0.19256675652473,3.15345402982115,"up-regulated"
"AT1G70610_P1","SETI_p.PE-SETI_p.mock",0.00242712326529694,-0.198035721794996,-0.541225538703086,"down-regulated"
"AT1G70610_P1","SETI_s.PE-SETI_s.mock",0.00342950415141982,-0.187984023211022,-0.784897317916989,"down-regulated"
"AT1G70620_P7","SETI_e.P-SETI_e.mock",0.00676026245962107,-0.207208568771764,-7.68253418934831,"down-regulated"
"AT1G70895_P1","SETI_s.E-SETI_s.mock",0.00146697179228612,0.736278390055245,3.81503616132006,"up-regulated"
"AT1G70895_P2","SETI_s.E-SETI_s.mock",0.00146697179228612,-0.736278390055245,-3.40869371606362,"down-regulated"
"AT1G71240_JS4","SETI_e.PE-SETI_e.mock",0.00273889159265936,-0.202304533019811,-7.46269980855717,"down-regulated"
"AT1G71240_P1","SETI_p.PE-SETI_p.mock",0.00970971590791684,-0.137309479356527,-7.21563183396887,"down-regulated"
"AT1G71720_ID17","SETI_s.P-SETI_s.mock",0.00403105925766237,0.240303475758054,3.17608620260954,"up-regulated"
"AT1G71810_P1","SETI_p.PE-SETI_p.mock",0.00409205512780254,0.363572380771053,0.130624100444116,"up-regulated"
"AT1G72250_P3","SETI_WT.PE-SETI_WT.mock",0.000296909549168561,1,6.1876880512472,"up-regulated"
"AT1G72250.2","SETI_s.PE-SETI_s.mock",0.00296480806999023,-1,-4.59638047602762,"down-regulated"
"AT1G72600_JS1","SETI_s.P-SETI_s.mock",0.000259626636167832,1,4.64596978762086,"up-regulated"
"AT1G72600_P2","SETI_s.P-SETI_s.mock",0.000259626636167832,-1,-5.12272696056418,"down-regulated"
"AT1G72640_ID14","SETI_e.P-SETI_e.mock",0.00540833597314146,-0.11705501456726,-6.40939650790814,"down-regulated"
"AT1G72640_ID14","SETI_e.PE-SETI_e.mock",0.0030324662762031,-0.11705501456726,-6.38476486697868,"down-regulated"
"AT1G72640_ID14","SETI_p.P-SETI_p.mock",0.00136241317920887,-0.142654823877702,-6.81466708017696,"down-regulated"
"AT1G72640_ID14","SETI_p.PE-SETI_p.mock",0.000891149130010618,-0.142654823877702,-6.79481412150513,"down-regulated"
"AT1G72640_ID14","SETI_s.P-SETI_s.mock",0.00502958509134949,-0.137693117796623,-6.63031600703096,"down-regulated"
"AT1G72640_ID14","SETI_s.PE-SETI_s.mock",0.00125088972943796,-0.137693117796623,-6.67172401213865,"down-regulated"
"AT1G72990_s3","SETI_s.PE-SETI_s.mock",0.00342950415141982,-0.856260016419592,-6.36407443472415,"down-regulated"
"AT1G73310_P1","SETI_e.PE-SETI_e.mock",0.0091386974671779,-0.630737342329543,-3.61260067382782,"down-regulated"
"AT1G73310_P2","SETI_e.PE-SETI_e.mock",0.0091386974671779,0.630737342329543,2.79671151215066,"up-regulated"
"AT1G73360_c1","SETI_e.P-SETI_e.mock",0.00453299969848902,1,2.63352495355835,"up-regulated"
"AT1G73360_c1","SETI_e.PE-SETI_e.mock",0.00335306662079413,1,2.82594714648903,"up-regulated"
"AT1G73360_c1","SETI_s.E-SETI_s.mock",0.000303348670182148,1,4.0028435166775,"up-regulated"
"AT1G73360_c1","SETI_s.PE-SETI_s.mock",0.00627011365585452,1,2.46564855290516,"up-regulated"
"AT1G73360_P1","SETI_e.P-SETI_e.mock",0.00453299969848902,-1,-5.09866173383233,"down-regulated"
"AT1G73360_P1","SETI_e.PE-SETI_e.mock",0.00335306662079413,-1,-5.07403009290286,"down-regulated"
"AT1G73360_P1","SETI_s.E-SETI_s.mock",0.000303348670182148,-1,-5.28112092499976,"down-regulated"
"AT1G73360_P1","SETI_s.PE-SETI_s.mock",0.00627011365585452,-1,-5.10289153515086,"down-regulated"
"AT1G74170_P1","SETI_e.PE-SETI_e.mock",0.00881932326671129,-0.261061358873116,-0.741499225128327,"down-regulated"
"AT1G74170_P1","SETI_ps.P-SETI_ps.mock",0.00931577545007977,-0.210194572840616,-0.215249518741109,"down-regulated"
"AT1G74170_P2","SETI_e.PE-SETI_e.mock",0.00881932326671129,0.261061358873116,4.22516730509848,"up-regulated"
"AT1G74170_P2","SETI_ps.P-SETI_ps.mock",0.00931577545007977,0.210194572840616,4.75891296925266,"up-regulated"
"AT1G74390_P1","SETI_p.PE-SETI_p.mock",0.00541425645059577,-0.590150083904987,-5.01533028477558,"down-regulated"
"AT1G74590_ID2","SETI_e.P-SETI_e.mock",0.00426137230240276,-0.857576530392302,-2.39272662219708,"down-regulated"
"AT1G74590_ID2","SETI_e.PE-SETI_e.mock",0.00343493626152074,-0.861864265877769,-2.48698898126079,"down-regulated"
"AT1G74590_ID2","SETI_p.P-SETI_p.mock",0.00261835121957859,-0.965992802543818,-0.739576790660965,"down-regulated"
"AT1G74590_ID2","SETI_p.PE-SETI_p.mock",0.00265504478748095,-0.969606066038742,-0.963911028811947,"down-regulated"
"AT1G74590_ID2","SETI_ps.P-SETI_ps.mock",0.00711811273424132,-0.938968022894348,-1.36022425475089,"down-regulated"
"AT1G74590_ID2","SETI_ps.PE-SETI_ps.mock",0.00701856108392446,-0.903703624705894,0.654247546395699,"up-regulated"
"AT1G74590.1","SETI_e.P-SETI_e.mock",0.00426137230240276,0.857576530392302,7.60248808985513,"up-regulated"
"AT1G74590.1","SETI_e.PE-SETI_e.mock",0.00343493626152074,0.861864265877768,7.63195104115163,"up-regulated"
"AT1G74590.1","SETI_p.P-SETI_p.mock",0.00261835121957859,0.965992802543818,8.84486257684222,"up-regulated"
"AT1G74590.1","SETI_p.PE-SETI_p.mock",0.00265504478748095,0.969606066038742,8.71079657656671,"up-regulated"
"AT1G74590.1","SETI_ps.P-SETI_ps.mock",0.00711811273424132,0.938968022894348,7.84415672774711,"up-regulated"
"AT1G74590.1","SETI_ps.PE-SETI_ps.mock",0.00701856108392446,0.903703624705894,8.58747183109322,"up-regulated"
"AT1G75420_P3","SETI_s.E-SETI_s.mock",0.00287225790565906,0.299537398731395,5.39589817969131,"up-regulated"
"AT1G75500.2","SETI_s.E-SETI_s.mock",0.0060145513168417,-0.23846514577967,-4.74594732813058,"down-regulated"
"AT1G75730.2","SETI_ps.PE-SETI_ps.mock",0.00720376717213642,-0.555601818333663,-6.69632430770858,"down-regulated"
"AT1G76340_JC2","SETI_e.P-SETI_e.mock",0.00703213614886664,0.203612816765553,5.45896280198963,"up-regulated"
"AT1G76340_P1","SETI_e.P-SETI_e.mock",0.00703213614886664,-0.203612816765553,0.537912024623807,"up-regulated"
"AT1G76780_P1","SETI_s.PE-SETI_s.mock",0.00415496264676247,1,5.22693947711227,"up-regulated"
"AT1G76780_P2","SETI_s.PE-SETI_s.mock",0.00415496264676247,-1,-4.44745329252041,"down-regulated"
"AT1G77360_P1","SETI_ps.PE-SETI_ps.mock",0.000142454260431904,1,6.2404153120876,"up-regulated"
"AT1G77360_P1","SETI_s.P-SETI_s.mock",0.000196084546001509,0.954253508354415,5.36434249546732,"up-regulated"
"AT1G77360_P2","SETI_ps.PE-SETI_ps.mock",0.000142454260431904,-1,-3.777083767798,"down-regulated"
"AT1G77360_P2","SETI_s.P-SETI_s.mock",0.000196084546001509,-0.954253508354415,-4.33406887846692,"down-regulated"
"AT1G77800_P5","SETI_e.P-SETI_e.mock",1.39033396812042e-05,0.252045877209039,8.68115989657998,"up-regulated"
"AT1G78000_JS1","SETI_ps.P-SETI_ps.mock",0.00561979074725419,0.851158024861112,7.42094382743694,"up-regulated"
"AT1G78000_JS1","SETI_ps.PE-SETI_ps.mock",0.0038066611022441,0.845055020195658,6.63906674787663,"up-regulated"
"AT1G78540_ID2","SETI_e.P-SETI_e.mock",0.00440677890215318,0.64810251780338,3.44292445310654,"up-regulated"
"AT1G78540_P1","SETI_e.P-SETI_e.mock",0.00158748836525086,-0.691412380623036,-5.6160172507491,"down-regulated"
"AT1G78540_P1","SETI_s.P-SETI_s.mock",0.00893074241793395,-0.606478680723309,-4.82220877450045,"down-regulated"
"AT1G78660_P1","SETI_s.P-SETI_s.mock",0.00220861380090133,-0.162709938004875,-6.57126511444074,"down-regulated"
"AT1G78810_ID2","SETI_ps.PE-SETI_ps.mock",0.000782095865138452,0.399687604016216,6.30499888610373,"up-regulated"
"AT1G79520_P1","SETI_e.P-SETI_e.mock",0.00287264354261233,-0.768978856618762,-5.75051309478483,"down-regulated"
"AT1G79520_P1","SETI_p.PE-SETI_p.mock",0.00164469242972938,-0.60327745478969,-5.9046555738208,"down-regulated"
"AT1G79520_P1","SETI_ps.PE-SETI_ps.mock",0.00907219119769372,-0.530304997099905,-6.47878283949301,"down-regulated"
"AT1G79520_P1","SETI_s.P-SETI_s.mock",1.99822019298148e-05,-0.861162851555727,-8.43689176517765,"down-regulated"
"AT1G79520_P4","SETI_e.P-SETI_e.mock",0.000269069519978605,0.789066731732456,1.26417608006766,"up-regulated"
"AT1G79520_P4","SETI_e.PE-SETI_e.mock",0.00226270778240243,0.585279418552,0.899435465248156,"up-regulated"
"AT1G79520_P4","SETI_p.PE-SETI_p.mock",0.00495446103590164,0.616352659543468,0.775351835221577,"up-regulated"
"AT1G79520_P4","SETI_s.P-SETI_s.mock",0.00012626175056681,0.883153091496437,0.141085756042658,"up-regulated"
"AT1G79620_P1","SETI_e.P-SETI_e.mock",0.0057830713459996,-0.708250760886977,-5.62319805359712,"down-regulated"
"AT1G79620_P1","SETI_e.PE-SETI_e.mock",0.00394741460405285,-0.708250760886977,-5.59856641266765,"down-regulated"
"AT1G79630_P1","SETI_p.PE-SETI_p.mock",0.00266103105481746,-0.518090745230264,-6.48825962327277,"down-regulated"
"AT1G80000_P4","SETI_ps.PE-SETI_ps.mock",0.00766959537632574,0.106058196216785,5.89130793063081,"up-regulated"
"AT1G80170_c3","SETI_ps.P-SETI_ps.mock",0.00251645608663823,1,2.32901164302493,"up-regulated"
"AT1G80170_P1","SETI_ps.P-SETI_ps.mock",0.00251645608663823,-1,-5.72770582545806,"down-regulated"
"AT1G80245_P3","SETI_e.PE-SETI_e.mock",0.00821405637500699,0.430331288752406,3.41819296068697,"up-regulated"
"AT1G80245_P3","SETI_p.PE-SETI_p.mock",0.00646791688123337,0.468321306605218,3.72889722863921,"up-regulated"
"AT2G01480_JS2","SETI_WT.PE-SETI_WT.mock",0.00690206562246989,-0.191713971102956,-5.28385396895535,"down-regulated"
"AT2G01830_JC14","SETI_e.E-SETI_e.mock",0.00128898579975994,-0.605658329627233,-6.33886107211144,"down-regulated"
"AT2G01830_JC14","SETI_ps.P-SETI_ps.mock",0.00127169944113721,-0.938300887591649,-8.66591685112811,"down-regulated"
"AT2G01830_JC14","SETI_ps.PE-SETI_ps.mock",0.00151430878232815,-0.938300887591649,-8.66963570215943,"down-regulated"
"AT2G01830_JC14","SETI_WT.E-SETI_WT.mock",0.000102573875845569,-0.766267220551299,-7.72316498015595,"down-regulated"
"AT2G01830_JC14","SETI_WT.PE-SETI_WT.mock",0.0058405316329231,-0.766267220551299,-7.68793580704934,"down-regulated"
"AT2G01830_JS7","SETI_e.E-SETI_e.mock",0.00149629676362744,0.613553874453881,3.51073392170186,"up-regulated"
"AT2G01830_JS7","SETI_ps.P-SETI_ps.mock",0.000103626144828601,0.936063802395176,4.47083770630315,"up-regulated"
"AT2G01830_JS7","SETI_ps.PE-SETI_ps.mock",0.000157187874521929,0.938193338559226,4.26168190193884,"up-regulated"
"AT2G01830_JS7","SETI_s.E-SETI_s.mock",0.00146697179228612,0.696101059453033,4.30729146449488,"up-regulated"
"AT2G01830_JS7","SETI_WT.E-SETI_WT.mock",0.00206628447565429,0.748896048718999,3.03479149387252,"up-regulated"
"AT2G01860_s1","SETI_WT.P-SETI_WT.mock",0.00180753970172198,0.348108986617705,3.29342514516139,"up-regulated"
"AT2G01860.1","SETI_WT.P-SETI_WT.mock",0.00180753970172198,-0.348108986617705,-3.3467000144319,"down-regulated"
"AT2G01940_ID1","SETI_ps.P-SETI_ps.mock",0.00464570541605489,0.815566575051311,3.81778707363901,"up-regulated"
"AT2G01940_P1","SETI_ps.P-SETI_ps.mock",0.00464570541605489,-0.815566575051311,-4.28708558297023,"down-regulated"
"AT2G02080_P2","SETI_s.P-SETI_s.mock",0.000457176570187553,0.17419959624735,3.25215282913592,"up-regulated"
"AT2G02080_P4","SETI_p.P-SETI_p.mock",0.00305003148771121,-0.139652650927083,-6.76504912187416,"down-regulated"
"AT2G02080_P4","SETI_p.PE-SETI_p.mock",0.0037223793591276,-0.139652650927083,-6.74519616320233,"down-regulated"
"AT2G02080_P4","SETI_s.P-SETI_s.mock",0.00555931664713561,-0.157945080007001,-6.34384558596717,"down-regulated"
"AT2G02080_P4","SETI_s.PE-SETI_s.mock",0.0081784314171197,-0.157945080007001,-6.38525359107486,"down-regulated"
"AT2G02080_P4","SETI_WT.P-SETI_WT.mock",0.00157263930422368,-0.178174008256641,-6.90180771670786,"down-regulated"
"AT2G02730_c2","SETI_p.PE-SETI_p.mock",0.00368986747639871,-0.263490949377273,-5.16855092477037,"down-regulated"
"AT2G03140_P3","SETI_p.PE-SETI_p.mock",0.0047622888223373,-0.340338467084448,-8.33313618982622,"down-regulated"
"AT2G03710.1","SETI_p.P-SETI_p.mock",0.00763364856224742,-0.407657616620576,-7.30515698118817,"down-regulated"
"AT2G03780_P1","SETI_p.P-SETI_p.mock",0.00986617234136297,-0.533187995604769,-5.62757551666897,"down-regulated"
"AT2G03780_P1","SETI_s.PE-SETI_s.mock",0.000427272931915566,-0.567635135800856,-5.45099974805345,"down-regulated"
"AT2G03780_s1","SETI_p.P-SETI_p.mock",0.00986617234136297,0.533187995604769,1.3127404506528,"up-regulated"
"AT2G03780_s1","SETI_s.PE-SETI_s.mock",0.000427272931915566,0.567635135800856,3.25791263197447,"up-regulated"
"AT2G03810_ID4","SETI_s.PE-SETI_s.mock",0.00106801278243605,-0.113401725469008,-4.44234655759176,"down-regulated"
"AT2G03810_P4","SETI_ps.P-SETI_ps.mock",0.00707165760377723,-0.117215912158296,-3.50779037125734,"down-regulated"
"AT2G04270.2","SETI_e.P-SETI_e.mock",4.46464010302378e-05,0.719192399347014,4.72491660597939,"up-regulated"
"AT2G04378_c1","SETI_e.PE-SETI_e.mock",0.00222304149184612,-0.175344605463286,-4.74143113288387,"down-regulated"
"AT2G04378_c1","SETI_WT.P-SETI_WT.mock",0.000378526830592933,-0.21315479160432,-5.32798955257102,"down-regulated"
"AT2G04430_P2","SETI_ps.PE-SETI_ps.mock",0.00629365876933081,-0.844964745631019,1.07865761329459,"up-regulated"
"AT2G04430_P2","SETI_s.E-SETI_s.mock",0.000403871094734961,-0.609969326578309,0.42777343784106,"up-regulated"
"AT2G04430_P2","SETI_s.P-SETI_s.mock",0.0021660605113042,-0.568394211722125,1.32646296551026,"up-regulated"
"AT2G04430_P2","SETI_WT.E-SETI_WT.mock",0.000593983886975096,-0.64733394743599,0.499359613460077,"up-regulated"
"AT2G04430_P2","SETI_WT.PE-SETI_WT.mock",0.00086929415818764,-0.620446774253867,0.292878714992033,"up-regulated"
"AT2G13550_JC1","SETI_p.P-SETI_p.mock",0.00693740455317833,-0.800263129732532,-4.73968351998507,"down-regulated"
"AT2G13800_P1","SETI_e.P-SETI_e.mock",3.69423888251907e-07,0.702579897696779,10.2421824410147,"up-regulated"
"AT2G13800_P1","SETI_e.PE-SETI_e.mock",2.40435968908143e-06,0.734383624374646,10.1755257007641,"up-regulated"
"AT2G13800_P1","SETI_p.P-SETI_p.mock",0.000100490121282373,0.668615492702093,8.19153146037536,"up-regulated"
"AT2G13800_P1","SETI_p.PE-SETI_p.mock",0.000317649574121169,0.695113452233433,8.55208998433154,"up-regulated"
"AT2G13800_P1","SETI_ps.P-SETI_ps.mock",1.21102680220951e-07,0.774444056472706,10.0774202698027,"up-regulated"
"AT2G13800_P1","SETI_ps.PE-SETI_ps.mock",1.07488957115369e-06,0.699899494739122,9.95537557882857,"up-regulated"
"AT2G13800_P3","SETI_e.P-SETI_e.mock",1.25591138190409e-09,-0.798617738919453,-7.01086676257521,"down-regulated"
"AT2G13800_P3","SETI_e.PE-SETI_e.mock",9.55624547029716e-11,-0.798617738919453,-6.98623512164574,"down-regulated"
"AT2G13800_P3","SETI_p.P-SETI_p.mock",1.78401834274591e-07,-0.725517912750859,-6.8692782163649,"down-regulated"
"AT2G13800_P3","SETI_p.PE-SETI_p.mock",0.000213449206955228,-0.69340034020883,-4.63655667409357,"down-regulated"
"AT2G13800_P3","SETI_ps.P-SETI_ps.mock",8.74625193266644e-09,-0.693577507666469,-7.03799719844726,"down-regulated"
"AT2G13800_P3","SETI_ps.PE-SETI_ps.mock",0.00012830662193219,-0.609830825079885,-4.42726034468452,"down-regulated"
"AT2G13800_P3","SETI_s.E-SETI_s.mock",0.00345826415391301,-0.486322818482513,-4.9505982471955,"down-regulated"
"AT2G13800_P3","SETI_s.P-SETI_s.mock",0.000318824540240414,-0.486322818482513,-4.73096085223891,"down-regulated"
"AT2G13800_P3","SETI_s.PE-SETI_s.mock",0.000767361185034318,-0.486322818482513,-4.7723688573466,"down-regulated"
"AT2G13800_P3","SETI_WT.P-SETI_WT.mock",1.74152578509705e-05,-0.506343658072331,-5.49076174770322,"down-regulated"
"AT2G14680.3","SETI_e.P-SETI_e.mock",0.00582974892242458,-0.453718925821783,-4.91427046489543,"down-regulated"
"AT2G16380_c1","SETI_e.P-SETI_e.mock",0.000691535865631833,0.186255451800369,6.11613969619517,"up-regulated"
"AT2G16380_c1","SETI_e.PE-SETI_e.mock",0.00128940762305187,0.194766689004573,6.24231833890451,"up-regulated"
"AT2G16380_c1","SETI_WT.P-SETI_WT.mock",0.0060311927661754,0.1642137794429,5.70174751314154,"up-regulated"
"AT2G16380_c1","SETI_WT.PE-SETI_WT.mock",0.00237347818348825,0.192341066703412,5.94451639927386,"up-regulated"
"AT2G16530_JS1","SETI_s.PE-SETI_s.mock",8.21568535280103e-07,0.880649478428302,5.03078076489389,"up-regulated"
"AT2G16530_P1","SETI_e.P-SETI_e.mock",0.00635664081980715,-0.692573003887152,-4.99810765011492,"down-regulated"
"AT2G16530_P1","SETI_e.PE-SETI_e.mock",0.000140138915046025,-0.904694958301753,-6.50799439531356,"down-regulated"
"AT2G16530_P1","SETI_p.P-SETI_p.mock",0.00381424965273222,-0.765784210772978,-5.9869330064573,"down-regulated"
"AT2G16530_P1","SETI_s.PE-SETI_s.mock",0.000165630894095084,-0.787411429052129,-6.76514971530425,"down-regulated"
"AT2G16650.1","SETI_ps.PE-SETI_ps.mock",0.00011878816815464,-1,-5.94743390303454,"down-regulated"
"AT2G16990_P2","SETI_ps.PE-SETI_ps.mock",0.00133000692269461,-0.61666128810138,-7.05806388175433,"down-regulated"
"AT2G16990_P2","SETI_s.P-SETI_s.mock",0.00126305338604694,-0.652982292077138,-6.8855582565261,"down-regulated"
"AT2G16990_P2","SETI_s.PE-SETI_s.mock",0.000660034172586434,-0.652982292077138,-6.92696626163379,"down-regulated"
"AT2G17260_P1","SETI_s.PE-SETI_s.mock",0.00898042170030156,-0.87988500971077,-4.23370173853101,"down-regulated"
"AT2G17260.1","SETI_s.PE-SETI_s.mock",0.00898042170030156,0.87988500971077,5.22146468446875,"up-regulated"
"AT2G17340_c2","SETI_s.P-SETI_s.mock",0.00648677542479763,0.182948063156458,0.313721033781557,"up-regulated"
"AT2G17340_c2","SETI_WT.P-SETI_WT.mock",0.00542744723530594,0.160972991315426,0.853226548891708,"up-regulated"
"AT2G17580_JS2","SETI_s.P-SETI_s.mock",0.000799689390976849,-0.262475879297898,-5.38196280494331,"down-regulated"
"AT2G17580_P1","SETI_s.E-SETI_s.mock",0.00528305136199343,0.384667370950923,2.90600243624081,"up-regulated"
"AT2G17580_P1","SETI_s.P-SETI_s.mock",0.000380684657664481,0.453302047360107,3.07899567805248,"up-regulated"
"AT2G17580_P1","SETI_s.PE-SETI_s.mock",0.000194941318253619,0.478054239287435,3.19927709856419,"up-regulated"
"AT2G17780_P1","SETI_e.PE-SETI_e.mock",0.00795424963250242,-0.578127616088456,-5.72695295698946,"down-regulated"
"AT2G17780_P1","SETI_p.PE-SETI_p.mock",0.00133292274652958,-0.810632567073246,-5.49923963957004,"down-regulated"
"AT2G17780_P1","SETI_ps.PE-SETI_ps.mock",0.00674531442925187,-0.657424908582723,-5.4389292146852,"down-regulated"
"AT2G17780_P10","SETI_e.PE-SETI_e.mock",0.00365477511132355,0.673951843411176,4.11774981877033,"up-regulated"
"AT2G17780_P7","SETI_p.PE-SETI_p.mock",0.00960693111932861,0.849829605587364,4.0936990155288,"up-regulated"
"AT2G17800_P1","SETI_ps.P-SETI_ps.mock",0.00720860853513619,0.169688182965182,0.168298555754732,"up-regulated"
"AT2G17800_P2","SETI_ps.P-SETI_ps.mock",0.000929397579810874,-0.127375937750887,-4.5877879580161,"down-regulated"
"AT2G18850_ID7","SETI_ps.P-SETI_ps.mock",0.0093392628947034,0.523800692219988,3.15008125145647,"up-regulated"
"AT2G18850_P1","SETI_ps.P-SETI_ps.mock",0.0093392628947034,-0.523800692219988,-5.35793962131519,"down-regulated"
"AT2G18890_ID4","SETI_s.PE-SETI_s.mock",0.00904020202147928,0.147032874834307,0.944656857183193,"up-regulated"
