"target","contrast","adj.pval","deltaPS","log2FC","up.down"
"AT1G08070_P1","SETI_s.PE-SETI_s.mock",0.00334918284634499,-1,-4.97277436107625,"down-regulated"
"AT1G08070_s1","SETI_s.PE-SETI_s.mock",0.00334918284634499,1,4.51395025611509,"up-regulated"
"AT1G08630_P7","SETI_WT.PE-SETI_WT.mock",0.0086580722046606,-1,-0.90822907529407,"down-regulated"
"AT1G08630.2","SETI_WT.PE-SETI_WT.mock",0.0086580722046606,1,6.69415015954923,"up-regulated"
"AT1G08710_ID7","SETI_e.E-SETI_e.mock",0.00865486134603089,0.133754860392624,3.63252672738723,"up-regulated"
"AT1G08710_ID7","SETI_e.P-SETI_e.mock",0.00514456252817014,0.10859019140955,3.49755356099505,"up-regulated"
"AT1G08970.3","SETI_p.P-SETI_p.mock",0.000236188316462035,0.116637563270326,6.62095740973021,"up-regulated"
"AT1G08970.3","SETI_WT.P-SETI_WT.mock",8.84489455335526e-05,0.113070681755416,6.75426734195851,"up-regulated"
"AT1G09195_P13","SETI_e.P-SETI_e.mock",0.00659364831994775,0.300723480142814,6.76944242523383,"up-regulated"
"AT1G09710_JS2","SETI_p.P-SETI_p.mock",0.00929023195762219,0.660632266199026,3.08057325272175,"up-regulated"
"AT1G09710_P1","SETI_s.P-SETI_s.mock",0.00149981452404485,-0.890139468892215,-6.60708297607423,"down-regulated"
"AT1G10130_ID1","SETI_ps.P-SETI_ps.mock",0.000487097108877581,-0.166195619672319,-6.80085268764797,"down-regulated"
"AT1G10570_P3","SETI_s.PE-SETI_s.mock",0.00964995496857214,-0.271440356624059,-6.20569189804913,"down-regulated"
"AT1G10657_JS1","SETI_e.PE-SETI_e.mock",0.00779224947389097,0.614200550022262,3.63594827863548,"up-regulated"
"AT1G10890_c5","SETI_e.P-SETI_e.mock",0.00738142867203966,0.197950714010839,7.77638851743041,"up-regulated"
"AT1G10890_c5","SETI_e.PE-SETI_e.mock",0.00322866784967136,0.270825548243423,7.97201563680622,"up-regulated"
"AT1G11090_ID2","SETI_e.PE-SETI_e.mock",0.00354970662435421,0.689815073175833,4.38157965688688,"up-regulated"
"AT1G11090.1","SETI_e.PE-SETI_e.mock",0.00354970662435421,-0.689815073175833,-5.69947048237107,"down-regulated"
"AT1G11100.2","SETI_e.P-SETI_e.mock",0.00453299969848902,-0.319864673249142,-1.07506595739657,"down-regulated"
"AT1G11100.2","SETI_e.PE-SETI_e.mock",0.00384717652973246,-0.319864673249142,-1.0504343164671,"down-regulated"
"AT1G11100.2","SETI_p.P-SETI_p.mock",4.08177176031465e-05,-1,-3.46297325149094,"down-regulated"
"AT1G11100.2","SETI_p.PE-SETI_p.mock",6.37779924861093e-05,-1,-3.44312029281911,"down-regulated"
"AT1G11130_c1","SETI_e.P-SETI_e.mock",3.66767809028496e-05,1,3.45814611528586,"up-regulated"
"AT1G11130_c1","SETI_e.PE-SETI_e.mock",0.000209862314095872,1,2.65832356778057,"up-regulated"
"AT1G11130_c1","SETI_p.P-SETI_p.mock",0.00583320261012153,0.608620345080275,2.06179647139593,"up-regulated"
"AT1G11130_c1","SETI_p.PE-SETI_p.mock",0.00353586447907644,0.742397550797017,2.38315532008219,"up-regulated"
"AT1G11130_c1","SETI_WT.P-SETI_WT.mock",0.000733696447296161,1,3.34835239408244,"up-regulated"
"AT1G11130_P1","SETI_e.P-SETI_e.mock",3.66767809028496e-05,-1,-8.19890401602977,"down-regulated"
"AT1G11130_P1","SETI_e.PE-SETI_e.mock",0.000209862314095872,-1,-8.1742723751003,"down-regulated"
"AT1G11130_P1","SETI_p.P-SETI_p.mock",0.00583320261012153,-0.608620345080275,-6.70673360879016,"down-regulated"
"AT1G11130_P1","SETI_p.PE-SETI_p.mock",0.00353586447907644,-0.742397550797017,-6.77461536354005,"down-regulated"
"AT1G11130_P1","SETI_WT.P-SETI_WT.mock",0.000733696447296161,-1,-6.87250056759034,"down-regulated"
"AT1G11300_P1","SETI_e.PE-SETI_e.mock",0.0091386974671779,1,4.09185594734643,"up-regulated"
"AT1G11300_P2","SETI_e.PE-SETI_e.mock",0.0091386974671779,-1,-3.65160373931063,"down-regulated"
"AT1G11340_P3","SETI_ps.PE-SETI_ps.mock",0.00948289623066664,-0.459231407717989,-4.63659948745105,"down-regulated"
"AT1G12440_P1","SETI_e.P-SETI_e.mock",0.000213738633177959,-0.41003253620251,-0.142384001140611,"down-regulated"
"AT1G12440_P1","SETI_e.PE-SETI_e.mock",1.47572420499185e-05,-0.474518193984155,-0.507419682808051,"down-regulated"
"AT1G12440_P1","SETI_p.P-SETI_p.mock",5.50221912418086e-05,-0.45409980995889,-0.667999182480326,"down-regulated"
"AT1G12440_P1","SETI_p.PE-SETI_p.mock",4.41955823183577e-06,-0.490381619898883,-0.892810835920431,"down-regulated"
"AT1G12440_P1","SETI_ps.P-SETI_ps.mock",0.000402515314943604,-0.41890219012823,-0.652439783538497,"down-regulated"
"AT1G12440_P1","SETI_ps.PE-SETI_ps.mock",1.06347597141029e-05,-0.488052560173092,-0.870890149432476,"down-regulated"
"AT1G12440_P1","SETI_s.P-SETI_s.mock",6.26901682916856e-05,-0.474116913930244,-0.711569376773042,"down-regulated"
"AT1G12440_P1","SETI_s.PE-SETI_s.mock",0.000976561374125661,-0.421340368510652,-0.538388358857832,"down-regulated"
"AT1G12440_P1","SETI_WT.P-SETI_WT.mock",3.75085341983083e-05,-0.440270706015846,-0.752469453666908,"down-regulated"
"AT1G12440_P1","SETI_WT.PE-SETI_WT.mock",0.00269307237677787,-0.363545496873694,-0.578572146732112,"down-regulated"
"AT1G12440_P3","SETI_e.P-SETI_e.mock",8.88085295727769e-06,0.423258942381226,3.26157882035823,"up-regulated"
"AT1G12440_P3","SETI_e.PE-SETI_e.mock",9.64695435802781e-07,0.486132233279887,3.28249020171944,"up-regulated"
"AT1G12440_P3","SETI_p.P-SETI_p.mock",2.71983255841859e-07,0.485293299553628,3.09745353047762,"up-regulated"
"AT1G12440_P3","SETI_p.PE-SETI_p.mock",1.16836498372708e-07,0.513798600447163,3.08815729309274,"up-regulated"
"AT1G12440_P3","SETI_ps.P-SETI_ps.mock",6.58152623951456e-05,0.42783515486151,2.24210758322672,"up-regulated"
"AT1G12440_P3","SETI_ps.PE-SETI_ps.mock",2.08176266793171e-06,0.49506384092171,2.48893737372488,"up-regulated"
"AT1G12440_P3","SETI_s.P-SETI_s.mock",1.5808664499068e-06,0.500348071036336,2.6366786965828,"up-regulated"
"AT1G12440_P3","SETI_s.PE-SETI_s.mock",5.39925926835573e-06,0.44909328341712,2.47770151061742,"up-regulated"
"AT1G12440_P3","SETI_WT.P-SETI_WT.mock",6.12674325752504e-06,0.46207345418241,2.52528160090587,"up-regulated"
"AT1G12440_P3","SETI_WT.PE-SETI_WT.mock",0.000296909549168561,0.385462325604003,2.05152786512543,"up-regulated"
"AT1G12750_c3","SETI_e.P-SETI_e.mock",0.000171375119342542,0.186451400745767,6.58127114252835,"up-regulated"
"AT1G12750_JC8","SETI_e.P-SETI_e.mock",6.74745519686571e-05,-0.247147971187112,-7.10102090165831,"down-regulated"
"AT1G12750_JC8","SETI_e.PE-SETI_e.mock",9.40000000361861e-05,-0.247147971187112,-7.07638926072884,"down-regulated"
"AT1G12750_JC8","SETI_ps.P-SETI_ps.mock",0.00110043480329227,-0.163122820026003,-6.35272982586373,"down-regulated"
"AT1G12750_JC8","SETI_ps.PE-SETI_ps.mock",0.00270614477080376,-0.163122820026003,-6.35644867689505,"down-regulated"
"AT1G13120_ID7","SETI_e.P-SETI_e.mock",0.00171250754537138,0.142666821142249,6.3721569744566,"up-regulated"
"AT1G13120_ID7","SETI_e.PE-SETI_e.mock",0.00235840266805667,0.134224656166254,6.20124959313716,"up-regulated"
"AT1G13920_c1","SETI_e.P-SETI_e.mock",0.00987143106593205,0.448046899262882,3.46653291647061,"up-regulated"
"AT1G14070_ID1","SETI_e.P-SETI_e.mock",0.00711797001222077,-0.742690865784207,-2.93509572328492,"down-regulated"
"AT1G14070_ID1","SETI_e.PE-SETI_e.mock",0.00322866784967136,-0.746786062624693,-2.78327879325691,"down-regulated"
"AT1G14070_ID1","SETI_p.P-SETI_p.mock",0.00627415039670429,-0.590801241976193,-4.09893062205912,"down-regulated"
"AT1G14070_ID1","SETI_ps.P-SETI_ps.mock",7.35841491230697e-05,-0.914441031935465,-4.46475278715449,"down-regulated"
"AT1G14070_ID1","SETI_ps.PE-SETI_ps.mock",2.09415991145994e-05,-0.928660215519037,-5.54320299711588,"down-regulated"
"AT1G14070_ID1","SETI_s.P-SETI_s.mock",2.44634378412488e-05,-0.920211944241564,-5.70175479375818,"down-regulated"
"AT1G14070_ID1","SETI_s.PE-SETI_s.mock",0.000165630894095084,-0.881109162621838,-4.31889424737349,"down-regulated"
"AT1G14070.1","SETI_e.P-SETI_e.mock",0.00711797001222077,0.742690865784207,5.20428148178797,"up-regulated"
"AT1G14070.1","SETI_e.PE-SETI_e.mock",0.00322866784967136,0.746786062624693,5.83884085684464,"up-regulated"
"AT1G14070.1","SETI_p.P-SETI_p.mock",0.00627415039670429,0.590801241976193,3.77396511860715,"up-regulated"
"AT1G14070.1","SETI_ps.P-SETI_ps.mock",7.35841491230697e-05,0.914441031935465,6.46116045762277,"up-regulated"
"AT1G14070.1","SETI_ps.PE-SETI_ps.mock",2.09415991145994e-05,0.928660215519037,5.84585554474407,"up-regulated"
"AT1G14070.1","SETI_s.P-SETI_s.mock",2.44634378412488e-05,0.920211944241564,5.71017115506055,"up-regulated"
"AT1G14070.1","SETI_s.PE-SETI_s.mock",0.000165630894095084,0.881109162621838,6.13494619197469,"up-regulated"
"AT1G14270_P1","SETI_e.P-SETI_e.mock",0.0015431915406701,0.235699527184718,-1.4936900398553,"down-regulated"
"AT1G14270_P1","SETI_e.PE-SETI_e.mock",0.000457794310623825,0.251133454920909,-1.25974847575942,"down-regulated"
"AT1G14270_P1","SETI_s.E-SETI_s.mock",0.0060145513168417,0.164468744226628,-0.0254867438869413,"down-regulated"
"AT1G14270_P1","SETI_s.P-SETI_s.mock",0.000341085343844142,0.205968042864285,-1.29708613234972,"down-regulated"
"AT1G14270_P1","SETI_s.PE-SETI_s.mock",0.000311320613990116,0.224242411859742,-1.00384117688185,"down-regulated"
"AT1G14270_P1","SETI_WT.E-SETI_WT.mock",0.000205292697748355,0.219290345867576,0.343753594589758,"up-regulated"
"AT1G14270_P1","SETI_WT.P-SETI_WT.mock",0.00154072140770383,0.267973720123968,-0.690200353791768,"down-regulated"
"AT1G14270.3","SETI_e.P-SETI_e.mock",0.00659922645358594,-0.20527738173638,-5.71304920268133,"down-regulated"
"AT1G14270.3","SETI_e.PE-SETI_e.mock",0.00376382952966036,-0.2199699457138,-5.64609585534337,"down-regulated"
"AT1G14270.3","SETI_s.P-SETI_s.mock",0.00381793929527671,-0.163650080686166,-5.80697732994416,"down-regulated"
"AT1G14270.3","SETI_s.PE-SETI_s.mock",0.00470001426142625,-0.184563211622309,-5.4323236071938,"down-regulated"
"AT1G14650_JS9","SETI_e.P-SETI_e.mock",0.00010324054256951,0.593120558455848,3.93124373741182,"up-regulated"
"AT1G14650_JS9","SETI_e.PE-SETI_e.mock",0.00189682621908415,0.475445393646588,3.60646623344296,"up-regulated"
"AT1G14650_JS9","SETI_p.P-SETI_p.mock",0.00431812623887287,0.514123347413968,3.22996209283716,"up-regulated"
"AT1G14650_JS9","SETI_p.PE-SETI_p.mock",0.00358102428843241,0.488344665101709,3.24457506366861,"up-regulated"
"AT1G14650_JS9","SETI_ps.P-SETI_ps.mock",0.00068325096353491,0.568076597550292,2.94948891719436,"up-regulated"
"AT1G14650_JS9","SETI_ps.PE-SETI_ps.mock",1.46806695168429e-05,0.503552579243914,2.79889369539599,"up-regulated"
"AT1G14650_JS9","SETI_s.PE-SETI_s.mock",0.00283382745306678,0.52810389929131,3.12128400215474,"up-regulated"
"AT1G14650_JS9","SETI_WT.P-SETI_WT.mock",0.00167126060757669,0.447934483026424,3.2780788260923,"up-regulated"
"AT1G14650_P1","SETI_p.PE-SETI_p.mock",0.00478968780961032,-0.536126660319263,-0.914573797478134,"down-regulated"
"AT1G14650_P1","SETI_ps.P-SETI_ps.mock",0.00711811273424132,-0.516579177729089,-0.993197346318053,"down-regulated"
"AT1G14650_P1","SETI_ps.PE-SETI_ps.mock",1.6030067945101e-05,-0.526362126740267,-4.13620715468308,"down-regulated"
"AT1G14685_s1","SETI_e.P-SETI_e.mock",0.00166061186933353,0.172463065847281,1.24650068391902,"up-regulated"
"AT1G14685_s1","SETI_e.PE-SETI_e.mock",0.000408876195024767,0.19816574556766,1.02635359291299,"up-regulated"
"AT1G14685_s1","SETI_p.P-SETI_p.mock",0.00352662707932706,0.152620295966465,1.0519223819639,"up-regulated"
"AT1G14700_s1","SETI_e.P-SETI_e.mock",0.00728906757074157,0.414848173650828,0.989576526118563,"up-regulated"
"AT1G15410_P2","SETI_WT.PE-SETI_WT.mock",0.00294522092205769,-0.947786459771828,-7.51563336557004,"down-regulated"
"AT1G15510_ID4","SETI_ps.PE-SETI_ps.mock",0.00979471725844621,0.71703701798575,1.89772301242361,"up-regulated"
"AT1G15510_P1","SETI_ps.PE-SETI_ps.mock",0.00979471725844621,-0.71703701798575,-6.45155851789362,"down-regulated"
"AT1G15870_c1","SETI_e.P-SETI_e.mock",0.00266864190388765,1,5.42416605294235,"up-regulated"
"AT1G15870.1","SETI_e.P-SETI_e.mock",0.00266864190388765,-1,-4.92428054588447,"down-regulated"
"AT1G16040_c1","SETI_p.E-SETI_p.mock",0.00546211983934694,-0.15796514382779,-4.4708144886333,"down-regulated"
"AT1G16040_P1","SETI_p.E-SETI_p.mock",0.00546211983934694,0.15796514382779,-0.223366800710282,"down-regulated"
"AT1G16090_JC1","SETI_e.P-SETI_e.mock",1.54290609383024e-05,-0.631498039863627,-3.29320051728971,"down-regulated"
"AT1G16090_JC1","SETI_e.PE-SETI_e.mock",0.000407661960002943,-0.628569519364017,-1.83321160175266,"down-regulated"
"AT1G16090_JC1","SETI_p.E-SETI_p.mock",0.00944865776508129,-0.693345361937697,-3.18783123451104,"down-regulated"
"AT1G16090_JC1","SETI_p.P-SETI_p.mock",3.55385083310286e-05,-0.693345361937697,-3.11302706647257,"down-regulated"
"AT1G16090_JC1","SETI_p.PE-SETI_p.mock",6.03899988999485e-05,-0.693345361937697,-3.09317410780074,"down-regulated"
"AT1G16090_JC1","SETI_ps.P-SETI_ps.mock",7.33979966946916e-07,-0.902810571836193,-3.50991879427062,"down-regulated"
"AT1G16090_JC1","SETI_ps.PE-SETI_ps.mock",4.89351230468234e-07,-0.904184428744031,-3.72619784807374,"down-regulated"
"AT1G16090_JC1","SETI_s.E-SETI_s.mock",0.00141837168329008,-0.620120053275699,-4.51850703519211,"down-regulated"
"AT1G16090_JC1","SETI_s.P-SETI_s.mock",1.5808664499068e-06,-0.620120053275699,-4.29886964023551,"down-regulated"
"AT1G16090_JC1","SETI_s.PE-SETI_s.mock",2.56431298432147e-06,-0.620120053275699,-4.3402776453432,"down-regulated"
"AT1G16090_JC1","SETI_WT.P-SETI_WT.mock",0.00417024185878138,-0.258244464318895,-1.51931219415218,"down-regulated"
"AT1G16090_JC1","SETI_WT.PE-SETI_WT.mock",0.00615419770979324,-0.258244464318895,-1.59129781483724,"down-regulated"
"AT1G16090.1","SETI_e.P-SETI_e.mock",1.54290609383024e-05,0.631498039863627,8.92498447440432,"up-regulated"
"AT1G16090.1","SETI_e.PE-SETI_e.mock",0.000407661960002943,0.628569519364017,8.61244137551903,"up-regulated"
"AT1G16090.1","SETI_p.E-SETI_p.mock",0.00944865776508129,0.693345361937697,6.18082683224306,"up-regulated"
"AT1G16090.1","SETI_p.P-SETI_p.mock",3.55385083310286e-05,0.693345361937697,9.0450004242079,"up-regulated"
"AT1G16090.1","SETI_p.PE-SETI_p.mock",6.03899988999485e-05,0.693345361937697,8.79352127380901,"up-regulated"
"AT1G16090.1","SETI_ps.P-SETI_ps.mock",7.33979966946916e-07,0.902810571836193,9.85086764655986,"up-regulated"
"AT1G16090.1","SETI_ps.PE-SETI_ps.mock",4.89351230468234e-07,0.904184428744031,10.1321136411557,"up-regulated"
"AT1G16090.1","SETI_s.E-SETI_s.mock",0.00141837168329008,0.620120053275699,4.86527346281457,"up-regulated"
"AT1G16090.1","SETI_s.P-SETI_s.mock",1.5808664499068e-06,0.620120053275699,8.76626980290457,"up-regulated"
"AT1G16090.1","SETI_s.PE-SETI_s.mock",2.56431298432147e-06,0.620120053275699,8.28001795030778,"up-regulated"
"AT1G16090.1","SETI_WT.P-SETI_WT.mock",0.00417024185878138,0.258244464318895,6.98253891389558,"up-regulated"
"AT1G16090.1","SETI_WT.PE-SETI_WT.mock",0.00615419770979324,0.258244464318895,6.73178612128763,"up-regulated"
"AT1G16780_P1","SETI_e.PE-SETI_e.mock",5.92566783520373e-09,-1,-7.79190499957985,"down-regulated"
"AT1G16780_P1","SETI_ps.PE-SETI_ps.mock",0.00325385255455926,-0.430083169364573,-5.23770895290896,"down-regulated"
"AT1G16780.1","SETI_e.PE-SETI_e.mock",5.92566783520373e-09,1,5.45213634787188,"up-regulated"
"AT1G16780.1","SETI_ps.PE-SETI_ps.mock",0.00325385255455926,0.430083169364573,3.08904468887867,"up-regulated"
"AT1G17090_P2","SETI_WT.E-SETI_WT.mock",0.00389856708583948,-0.826824901615598,-5.43080016211465,"down-regulated"
"AT1G17090_P3","SETI_WT.E-SETI_WT.mock",0.00454796493009105,0.81080163662238,4.76895620151603,"up-regulated"
"AT1G17090_P3","SETI_WT.P-SETI_WT.mock",0.00998569669633165,1,3.66823633750368,"up-regulated"
"AT1G17140.2","SETI_p.PE-SETI_p.mock",0.00495830399683052,-0.538776413965504,-6.79348193329075,"down-regulated"
"AT1G17145_ID4","SETI_e.P-SETI_e.mock",0.00280736248364531,-0.199798045531048,-5.23046083254418,"down-regulated"
"AT1G17145_ID4","SETI_e.PE-SETI_e.mock",0.00166716845569898,-0.199798045531048,-5.20582919161471,"down-regulated"
"AT1G17350_c2","SETI_WT.P-SETI_WT.mock",0.00651954149904041,0.75600418306308,4.43117387361554,"up-regulated"
"AT1G17680_P2","SETI_s.P-SETI_s.mock",0.00555224466035674,-0.410075362787826,-2.61080789428154,"down-regulated"
"AT1G17760.1","SETI_p.P-SETI_p.mock",0.00200954051233188,0.100695894876061,0.197674385303797,"up-regulated"
"AT1G18180_ID2","SETI_s.PE-SETI_s.mock",0.00515550236760514,0.711758399396651,3.0820760630659,"up-regulated"
"AT1G18180_P1","SETI_s.PE-SETI_s.mock",0.00515550236760514,-0.711758399396651,-3.862407947618,"down-regulated"
"AT1G18250_P1","SETI_ps.PE-SETI_ps.mock",0.00817167179731133,1,3.15488482052728,"up-regulated"
"AT1G18250_s1","SETI_ps.PE-SETI_ps.mock",0.00817167179731133,-1,-4.31400362607859,"down-regulated"
"AT1G18550_P1","SETI_p.PE-SETI_p.mock",0.004200323804308,-0.923057976987101,-5.66239869687769,"down-regulated"
"AT1G18550_s1","SETI_p.PE-SETI_p.mock",0.004200323804308,0.923057976987101,3.80439821380304,"up-regulated"
"AT1G18670_P1","SETI_s.PE-SETI_s.mock",0.00253411169443535,-0.26077346905063,-4.62916470090594,"down-regulated"
